q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
31;19;6;18;-18;-15;-2;-10
31;5;32;6;-11;-8;-17;-18
47;6;35;29;-7;-14;-17;-13
25;8;12;8;-3;-5;-10;-2
30;42;49;30;-8;-13;-5;-7
19;14;5;9;-2;-6;-20;-14
8;23;49;23;-12;-10;-19;-1
27;31;18;23;-12;-9;-4;-17
36;32;30;13;-6;-7;-11;-3
8;10;5;24;-7;-13;0;-3
18;37;43;29;-15;-2;-10;-11
35;8;31;10;-19;-1;-10;-16
46;34;37;24;-19;-17;-10;-17
6;15;47;5;-17;-5;-11;-9
44;16;6;36;-20;-19;-9;-19
7;48;17;45;-17;-7;-7;-10
12;49;16;20;-13;-20;-7;-17
15;22;27;30;-3;-20;-12;-18
38;0;28;1;-9;-16;-4;-6
32;3;20;9;-18;-11;-14;-12
22;2;21;43;-5;-7;-5;-11
5;37;41;40;-11;-19;-20;-4
45;25;33;4;-12;-18;-20;-14
49;19;47;44;-20;-17;-6;-20
21;9;46;25;-6;-1;-15;-19
16;47;19;47;-1;-15;-6;-20
24;9;8;44;-15;-3;-11;-1
19;35;45;7;-9;-18;-11;0
0;3;41;46;-2;-14;-2;-17
47;28;46;49;-14;-12;-15;-14
33;48;46;27;-17;-19;-19;-3
27;32;18;43;-19;-9;-3;-7
41;38;12;39;-9;-16;-12;-12
27;6;46;1;-11;-20;-2;-10
29;17;4;1;-6;-15;-20;-20
28;1;41;15;-15;-8;-17;-19
18;24;44;36;-18;-2;-7;-13
21;22;16;15;-9;-7;-6;-3
44;19;42;18;-17;-14;-14;-11
12;24;13;48;-9;-9;-3;-10
43;43;30;27;-10;-13;-11;-4
3;18;26;37;-5;-14;-6;-7
48;2;44;22;-19;-18;-9;-6
28;48;31;38;-10;-15;-17;-11
13;24;31;21;-20;-13;-19;-12
2;32;38;29;-16;0;-2;-11
43;18;5;28;-11;0;-8;-13
9;22;38;1;-6;-11;-10;-14
15;31;46;13;-1;-3;-19;-8
10;38;37;44;-20;-11;-20;-6
38;39;7;49;-5;-18;-4;-1
8;23;15;6;-16;-6;-18;0
26;29;38;14;-11;-11;-2;-12
40;36;15;28;-20;-8;-20;-17
48;39;8;37;-10;-14;-17;-15
16;9;20;49;-10;-8;-16;-9
22;1;42;35;-7;-20;-9;-8
17;11;45;31;-5;0;-5;-16
18;9;23;24;-17;-12;-5;-6
6;29;16;43;-9;-10;-8;-13
34;44;23;7;-8;-3;-11;-8
13;36;20;15;-9;-13;-8;-16
30;2;15;41;-4;-7;-2;-20
23;12;47;36;-4;-3;-20;-13
10;12;33;34;-6;-16;-2;-15
32;23;0;12;-10;-20;-9;-2
29;44;32;47;-3;-13;-5;-1
34;13;16;23;-2;-2;-10;-18
43;47;34;35;-3;-19;-12;-17
32;1;40;47;-15;-10;-3;-13
16;29;6;38;-5;-13;-12;-20
20;26;4;31;-6;-17;-15;-12
7;46;43;34;-15;-7;-14;-2
45;33;10;38;-20;-16;0;-18
39;8;31;9;-15;-17;-1;-16
18;44;44;24;-16;-18;0;-20
16;32;25;15;-19;-3;-5;-19
11;16;2;43;-17;-6;-19;-11
35;25;4;37;-2;-12;-4;-13
5;4;7;16;-8;-16;-1;-1
0;36;14;21;-10;-8;-2;-9
46;21;17;48;-15;-4;0;-20
18;42;49;23;0;-18;-4;-9
8;10;29;14;-2;-9;-17;-8
49;1;28;38;-11;-14;-8;0
1;48;10;2;-15;0;-11;-18
3;32;33;4;0;-15;-16;-18
38;19;5;23;-7;-2;-16;-11
38;2;0;47;-3;-4;-20;-14
8;33;46;0;-1;-18;-8;-18
24;42;40;32;-11;-15;-2;-10
21;32;28;19;-16;-15;-3;-1
5;19;24;28;-11;-1;-6;-14
27;43;39;8;-17;-10;-9;-9
17;11;1;26;-15;-6;0;-2
36;29;20;17;0;0;-14;-12
19;32;0;45;-2;-11;-17;-3
47;47;10;34;-3;-8;-20;-11
9;34;18;3;0;-19;0;-5
16;2;31;17;-5;-14;-1;-6
20;5;41;17;-16;-16;-16;-7
4;48;45;24;0;-9;-4;-4
16;15;16;30;-16;-8;0;-16
11;48;8;35;-7;-10;-15;-6
24;23;24;13;-8;-7;-20;-7
46;46;3;4;-6;-9;-7;0
43;18;20;37;-7;-18;-15;-9
12;24;11;37;-14;-13;-9;-19
24;44;37;8;0;-16;-19;-16
49;37;8;34;-20;-3;-17;-11
10;46;26;22;-12;-10;0;-9
46;24;2;49;-12;-12;-3;-5
4;48;25;18;-5;-9;-11;-10
16;1;14;48;-20;-1;-8;-12
20;36;32;14;-6;-16;-10;-9
32;16;7;29;-10;-12;-6;-14
43;34;29;39;-13;-14;-17;-13
29;32;1;2;-1;-5;-3;-2
31;48;37;26;-14;-20;-17;-9
49;28;1;5;-5;-5;-3;-4
2;24;49;40;-9;-20;-12;-7
23;46;13;43;-3;-1;-16;-18
34;6;0;9;-17;-17;0;-16
31;0;20;16;-9;0;-15;-15
43;19;21;39;-19;-8;-17;-1
9;46;45;36;-14;0;-7;-7
41;22;17;18;0;-11;-19;-3
15;41;30;14;-5;-3;-15;-1
29;3;15;3;-10;-5;-19;-17
13;43;9;38;-4;0;0;-13
24;30;32;12;-11;-7;-14;-8
41;48;47;42;-6;-13;-20;-1
44;6;47;43;-11;-3;-18;0
19;9;21;28;-1;-17;-2;-20
19;30;37;33;-2;0;-19;-11
48;24;25;44;-2;-11;-5;-4
8;5;6;33;-19;-17;-4;-15
35;31;45;7;-9;-16;-12;-11
37;41;12;37;-1;-20;-2;-15
25;33;36;45;-14;-1;-14;-9
13;33;32;38;-17;-2;-12;-12
28;23;36;10;-5;-17;-7;0
41;6;21;46;-12;-15;-14;-15
16;16;8;35;-14;-10;0;-20
19;6;8;37;-12;-3;-14;-2
30;14;0;29;-4;-17;-19;-5
42;44;2;20;0;-3;-6;-6
1;43;11;42;-6;-14;-11;-6
45;22;4;36;0;-3;-17;-15
2;24;35;30;-3;-8;-4;-8
32;35;24;40;-3;-6;-6;-5
15;38;16;10;-7;-19;-8;0
4;45;45;29;-7;-2;-15;-14
24;45;37;42;-4;-9;-10;-2
36;36;24;4;-12;-16;-2;-12
42;34;34;9;-19;-12;-15;-3
7;48;24;36;-6;-7;-1;-11
21;8;8;22;-1;-3;-13;-1
38;49;34;41;-17;-3;-8;-13
31;49;34;11;-12;-3;-12;-1
38;13;48;43;-14;-9;-12;-20
3;44;21;11;-13;-13;-12;-3
23;18;25;22;-18;-10;-16;-13
42;3;15;3;-1;-2;-20;-12
26;35;35;23;0;-18;-4;-16
45;32;23;23;-13;-15;-14;-19
49;18;9;2;-2;-13;-20;-12
41;8;21;3;-9;-3;-13;-15
21;10;1;27;-7;-13;-3;-11
37;27;17;47;-9;-17;-7;-12
47;13;20;5;-2;-4;-14;-3
25;4;17;43;0;-9;-17;-18
30;26;26;30;-19;-8;-12;-7
12;47;42;45;-4;0;-11;-15
39;34;42;27;0;-14;-7;-16
23;16;41;0;-13;-4;-15;-4
9;38;18;23;-20;-2;-10;-11
40;28;20;26;-16;-1;-13;-15
22;10;47;23;-17;-13;-3;-6
44;43;26;42;-5;-4;-18;0
27;48;38;4;-19;-2;-13;-17
35;21;18;25;-18;-13;-19;-5
33;11;24;2;-8;-9;-15;0
33;16;33;23;-18;-13;0;-3
49;29;26;18;-11;-18;-6;-20
32;15;24;8;-18;-12;0;-3
38;18;2;21;-3;-14;-8;-12
11;46;37;39;-12;-5;-1;-17
5;36;27;11;-4;-7;-6;-17
3;0;21;38;-10;-10;-17;-19
2;2;32;0;-2;-16;-4;-8
41;25;44;37;-16;-10;-7;-18
42;46;19;36;-13;-10;-16;-17
24;47;2;49;-10;-7;-17;-8
48;33;40;11;0;-14;-18;-19
16;29;2;47;0;-8;-8;-1
28;19;44;38;-9;-8;-15;-6
18;34;47;24;-10;-7;-13;-17
13;41;9;30;-1;-4;-16;-4
12;2;48;31;-3;-13;-19;-17
37;31;41;19;-1;-1;-4;-9
20;24;2;43;-14;-3;-18;-1
26;36;31;22;-8;-8;-9;-6
36;11;30;21;-9;-14;-8;-17
20;20;43;8;-14;-13;-2;-3
37;10;40;43;-19;-2;-11;-20
49;5;48;6;-4;-12;0;-16
30;30;48;22;-8;-19;-11;-20
34;21;31;33;-9;-19;-5;-15
19;25;9;15;-14;-7;-19;-15
14;46;23;30;-18;-14;-13;-12
20;49;40;29;-12;-6;-13;-19
34;22;34;9;-14;-14;-11;-15
32;48;42;42;-20;-18;-10;-5
32;13;18;25;-12;-6;-1;-9
32;45;34;34;-16;-5;-4;-16
1;31;31;19;-13;-6;-17;-20
36;24;32;6;-4;-10;-7;-2
14;46;2;7;-6;-19;-20;-10
0;8;10;18;0;-2;-11;-12
12;16;20;30;-18;-10;-20;-4
14;22;20;14;-15;-9;-8;-6
23;4;41;8;-4;-3;0;-8
11;13;0;19;-17;-13;-12;-2
20;36;11;21;-15;-12;-14;-16
8;21;26;12;-4;-2;-1;-2
13;26;33;48;-2;-5;-2;-15
49;45;5;0;-5;-3;-11;-9
36;24;28;9;-1;-1;0;-4
34;22;22;26;-17;-17;-5;-6
40;0;46;41;-5;-19;-8;-19
33;18;0;22;0;0;-12;-15
44;47;37;44;-16;-14;-3;-3
23;35;2;33;-19;0;-10;-7
13;44;42;44;-17;-9;-18;-7
18;48;19;35;-6;-19;-15;-12
21;31;19;44;-6;-10;0;-5
14;34;12;33;-17;-6;-9;0
9;5;25;4;-18;-4;-8;-10
46;38;29;41;-20;-14;-9;-14
26;9;40;40;-18;-6;-12;-10
45;35;44;10;-6;-15;-6;-17
36;14;42;8;-20;-1;-17;-1
4;1;4;13;-16;-14;-3;-17
24;35;29;38;-19;-15;-12;-9
2;22;36;23;-5;-16;-14;-18
41;28;28;32;-1;0;-11;-14
48;48;32;2;-13;0;-3;-7
4;40;47;37;-16;-17;-2;-15
20;45;37;7;-1;0;-18;-8
13;2;4;6;-7;-19;-3;-12
6;18;10;43;-14;-20;-6;-9
20;16;11;45;-5;-10;-11;-5
36;46;32;8;-10;-16;-9;-4
29;38;33;33;-19;-7;-16;-15
39;12;36;31;0;-20;-17;-7
19;34;38;1;-14;-17;-9;-9
23;26;22;30;-8;-11;-1;0
24;28;17;46;-11;-13;-19;-7
0;4;24;48;-13;-12;-2;-15
41;14;45;30;-8;-2;-19;-12
20;47;8;26;-17;-2;-6;-3
4;11;48;24;-9;-12;-6;-16
16;21;48;8;-4;-7;-15;-11
14;19;8;32;-1;-11;-13;-12
10;11;8;15;-7;-5;-18;-16
3;16;24;40;-11;-10;-13;-16
12;48;28;32;-7;-18;-17;-10
13;39;49;24;-19;-12;-9;-2
34;43;15;21;-17;-4;-14;-4
14;45;33;36;-13;0;-3;-5
4;18;15;23;-19;-6;-6;-20
23;13;25;3;-12;0;-5;-20
3;10;16;2;-17;-5;-13;-9
40;14;25;29;-15;-11;-17;-6
26;28;42;32;-1;-9;-6;-7
46;37;7;19;-15;-5;-7;-17
17;0;33;45;-10;-4;-20;-3
16;40;37;7;-2;-8;-4;-9
46;29;7;12;-13;-13;-19;-6
24;2;34;4;-2;-16;-7;-11
12;35;33;40;-16;-17;-19;-13
5;1;25;35;-17;-6;-17;-15
3;33;3;17;-19;-4;0;-19
3;14;26;42;-10;-13;-14;-18
24;10;28;32;-2;-3;-8;-9
35;21;44;41;-17;-20;-16;-5
5;28;27;13;-17;-14;-3;-4
36;21;49;46;-12;-16;-6;-16
15;30;13;30;-6;-16;-4;-9
42;37;39;21;-16;-12;-13;-12
11;6;28;48;-13;-18;-17;-2
36;45;2;42;-2;-8;-10;-1
38;38;17;24;-5;-10;-1;-19
15;3;44;36;-12;-5;-2;-3
18;38;42;38;0;-1;-9;-1
14;14;27;21;-2;-9;-7;-6
31;29;43;19;-16;-6;-15;-12
22;32;2;12;-14;0;0;-11
1;33;34;0;-4;-5;-14;-7
17;21;17;42;-2;-2;-14;-6
37;26;42;13;-11;-13;-11;-14
19;20;8;29;-15;-12;-5;-17
26;34;12;21;-1;-9;-13;-10
2;12;13;37;-13;-8;-6;-19
24;15;11;18;-8;-9;-12;-16
17;16;17;42;-12;-5;-10;-15
2;13;45;24;0;-9;-17;-3
45;36;45;40;-11;-10;-16;-5
16;16;49;10;-20;-10;-2;-16
23;47;14;24;-17;-1;-15;-9
6;37;38;46;-13;-12;-14;-16
14;3;21;9;-14;-13;-20;-10
5;36;44;33;-12;-12;-2;-15
26;38;30;28;-4;-8;-18;-3
4;48;18;47;-3;-1;-11;-9
11;43;42;20;-2;-4;-12;-4
38;18;29;25;-3;0;-6;-7
24;28;8;1;-14;-19;-1;-1
37;25;0;30;-10;-1;-9;-19
41;31;45;40;-12;-17;-9;-4
4;33;36;5;-10;-10;-18;-14
46;32;28;7;-6;-4;-17;-20
40;49;19;36;-13;-15;-14;-6
28;25;46;16;-13;-1;-2;-13
27;36;16;30;-18;-2;-16;-15
0;7;11;45;-7;-2;-12;-6
38;34;23;43;-20;-14;-7;-8
28;3;10;36;-2;-3;-1;-18
5;1;36;24;-19;-19;-6;-17
17;11;15;19;-20;-17;-8;-8
48;10;22;13;-5;-9;-1;-18
44;23;33;36;-8;-2;-11;-16
22;48;30;34;-2;-10;-12;-2
42;11;38;16;-19;-14;-3;-3
45;38;46;21;-10;-18;-10;-6
11;24;33;14;-19;-9;-20;-16
7;24;36;36;-2;-16;-19;-1
28;24;15;34;-20;-1;-6;-13
23;0;17;34;-19;-1;-13;-4
47;9;44;24;-14;-8;-8;-17
24;47;27;25;-2;-2;-19;-13
31;14;11;37;-1;-19;-13;-19
26;9;37;31;-2;-16;-11;-15
0;44;8;4;-6;-18;-7;-19
15;3;48;28;-20;-20;-18;-9
20;38;25;40;-15;-11;-8;-9
9;26;30;12;-8;-19;-4;-3
22;20;0;33;-15;-11;-16;-20
3;47;5;15;-10;-3;-2;-18
33;30;3;17;-18;-10;-13;-15
4;24;9;22;-12;-4;-12;-15
7;16;28;38;-12;-10;-17;-2
39;2;49;23;-12;-7;-2;-7
12;26;6;4;-16;-16;0;-8
44;40;13;36;-4;-8;-20;-8
35;28;35;31;-14;-11;-9;-1
2;17;48;44;-19;-5;-4;-17
10;6;14;5;-19;-18;-16;0
20;25;43;18;-17;-2;-14;-19
30;3;36;48;-3;-15;-2;-15
47;18;8;43;-6;-4;-13;-2
27;10;40;0;-9;-14;-12;-18
45;47;19;24;-10;-18;-3;-15
43;0;49;23;-17;-1;-7;-6
31;23;21;39;-2;-3;-10;-14
39;28;41;46;-16;-3;-7;-14
13;18;7;23;-20;0;-4;-2
26;39;32;19;-3;-6;-6;-19
25;48;2;0;-19;-17;-10;-1
47;22;17;29;0;-20;-17;-19
46;38;38;7;-5;-19;-17;-1
3;49;45;23;-18;-19;-19;-9
16;48;26;6;-5;-13;-14;-6
12;39;36;1;-1;-6;0;-5
38;44;0;8;-9;-7;-12;-7
45;32;10;40;-3;-10;-11;-15
13;43;4;24;-16;-15;-9;-7
16;47;8;7;-11;-3;-12;-17
32;40;4;28;-19;-8;-12;-4
16;49;41;16;-14;-2;-15;-15
24;36;43;5;-11;-20;-14;-9
14;26;49;32;-3;-19;-9;-9
35;24;29;29;-18;-7;-15;-19
19;8;38;10;-1;-10;-2;-15
41;15;30;49;-3;-7;-12;-3
16;23;40;34;-15;-8;-17;-1
22;4;28;5;-8;0;-3;-1
47;41;12;32;-8;-16;-3;-5
19;16;2;19;-14;-7;-9;-4
34;13;18;38;-20;-2;-4;-17
43;49;48;34;-7;-11;-12;-1
35;32;45;26;-14;-18;-19;-17
30;14;49;7;-15;-10;-17;0
7;28;21;15;-14;-15;-14;-19
15;27;45;39;-9;-8;-10;-2
47;7;13;35;-6;0;-13;-12
32;49;47;48;-5;-19;-9;-7
6;41;14;49;-12;-19;-11;-19
4;42;31;42;-10;-9;-5;-14
16;1;14;9;-5;-8;-11;-17
21;24;2;42;-17;-6;-16;-4
5;19;21;4;-14;-14;-11;0
40;1;23;27;-2;-20;-11;-10
14;14;34;20;-12;-14;-12;-19
41;18;27;3;-6;-12;-7;-12
27;44;22;16;0;-11;-20;-19
24;48;30;27;-13;-3;-16;-16
45;36;11;24;-16;-11;-13;-8
45;46;29;49;-11;-12;0;-19
35;32;46;45;-7;-15;-1;-3
5;4;12;0;-6;-20;-19;-1
49;0;12;4;-18;0;-2;-19
46;32;36;9;-11;-20;-2;-16
30;8;43;7;-5;-13;-2;-12
9;14;16;22;-16;-17;-15;-2
11;29;18;29;-7;-14;-9;-15
33;44;6;21;-12;-15;-11;-17
9;20;19;28;-18;-10;-6;-1
24;40;7;32;-18;-8;-1;-14
20;39;31;43;-19;-20;-12;-17
8;21;45;11;-13;0;-18;-20
42;42;42;48;-12;-18;-8;-17
41;15;28;9;-6;-17;-10;-19
11;11;8;10;-11;-19;-11;-2
31;45;29;44;0;-19;-7;-1
14;13;32;12;-10;-13;-8;-18
36;40;6;40;-7;-4;-5;-2
25;7;0;8;-4;-16;-7;-4
24;49;13;15;-7;-8;-19;-6
13;17;13;3;-8;-8;-11;-2
42;20;7;39;-14;-20;-9;-16
14;36;34;11;-9;-4;-13;-16
29;13;13;45;-16;-6;-16;-7
11;13;25;30;-15;-6;-2;-15
12;5;28;13;-5;-14;0;-14
17;12;45;49;-7;-8;-4;-19
6;41;39;6;-7;-9;-12;-3
27;23;5;28;-18;-8;-16;-19
10;9;28;31;-17;-19;-14;-17
38;11;9;30;-11;-17;-13;-2
36;34;13;2;-12;-7;-19;-8
9;13;5;37;-5;-20;-14;-1
11;21;2;12;-14;-20;-12;-2
26;29;32;19;-4;-11;-13;-20
23;33;31;10;-3;-15;-10;-7
12;23;43;34;-15;-12;-5;-19
4;49;15;47;-5;-4;-10;-2
2;43;44;9;-14;-5;-10;-7
28;11;36;3;-6;-14;-19;-1
40;8;17;28;-7;-10;-14;-12
49;27;36;8;0;-5;-19;-10
39;26;13;22;0;-8;-5;-8
20;33;33;27;-15;-2;-16;-12
12;25;24;27;-9;-9;-6;-14
29;37;0;26;-2;0;-5;-18
24;24;13;7;-17;-11;-4;-8
8;13;11;34;-11;-7;-14;-6
18;38;25;45;-7;-8;-9;-8
43;36;13;0;-10;-17;-3;-16
5;29;41;31;-8;-1;-20;-20
47;4;8;12;-13;-12;-3;-2
43;41;0;18;-11;-11;-4;-17
39;23;44;28;-20;-6;-14;-14
22;19;9;13;-3;-19;-19;-19
2;5;49;12;0;-5;0;0
3;3;21;18;-15;-18;-4;-12
29;20;0;40;-13;-14;-17;-5
28;10;16;28;-11;-15;-8;-5
2;17;38;18;-1;-17;-16;-20
34;9;46;45;-11;-14;-16;-20
15;9;33;16;0;-17;-3;-18
17;4;38;36;-8;-20;-16;0
11;14;23;40;-11;-14;-7;-13
12;37;12;7;-17;-15;-8;-9
25;2;23;27;-14;-3;-14;-18
24;2;25;27;-12;0;-3;-12
40;13;31;37;-6;-20;-19;-8
13;15;6;7;-5;-12;-19;-15
8;37;37;3;-8;-11;-8;0
49;26;41;32;0;-5;-2;-12
21;36;49;4;-5;-19;-4;-9
2;24;10;0;-3;-6;-14;-15
38;1;13;1;-8;-3;-11;-15
9;1;20;20;-17;-4;-17;-13
36;11;30;8;-17;-17;-20;-15
49;10;9;24;-11;-5;-11;-18
41;11;36;10;-3;-10;-8;-14
4;47;40;25;-18;-3;-16;-10
35;44;11;30;-2;-5;-14;-13
37;14;29;5;-15;0;-10;0
14;28;6;21;-5;-6;-15;-14
29;29;28;31;-10;-19;-11;-14
4;28;34;45;-15;-6;-11;-12
34;42;21;11;-14;-1;-7;-1
47;45;13;29;-15;-3;-4;-5
31;48;22;44;-20;-20;-7;-20
43;37;25;32;-12;-20;-1;-19
38;31;21;6;-13;0;-1;-13
40;12;17;45;-5;-12;-2;-10
28;8;45;45;-12;-11;-2;-2
3;3;35;31;-14;-9;-1;-9
25;16;0;13;-14;-14;0;-16
2;32;29;6;-19;-5;-4;-14
44;17;41;41;-1;-15;-10;-8
21;17;20;23;-2;0;-3;-12
43;26;22;38;-20;-2;-20;-8
43;45;46;18;-4;-3;-13;-15
13;38;3;12;-14;-14;-4;-4
35;35;20;33;-6;-18;-14;-20
17;12;5;40;-18;-16;-9;-10
49;14;23;41;-6;-20;-5;-3
23;21;13;24;-11;-8;-13;-7
13;31;34;32;-20;-10;-11;-2
44;21;42;36;-11;-19;-12;-3
38;17;19;34;-19;-7;-20;-17
16;46;30;3;-10;-2;-2;-16
26;44;35;17;-16;0;-2;-6
32;12;44;3;-4;-1;-6;-2
45;38;5;6;0;-6;0;-7
32;39;20;9;-13;-19;-6;-2
39;8;19;47;-11;-18;-16;-13
2;14;12;11;-4;-6;-1;-10
41;46;30;18;-13;-6;-15;-14
7;35;44;3;-2;0;-1;-1
2;12;28;47;-10;-16;-3;-17
47;15;32;42;-2;-16;-18;-12
35;11;37;42;-6;-17;-13;-7
23;30;29;45;-5;-1;-12;-14
43;34;9;29;-15;-2;-15;-20
5;26;43;37;-19;-11;-3;-19
44;22;29;39;-3;-3;0;-6
46;40;6;21;-5;-10;-15;-9
19;7;20;39;-4;-11;-5;-8
3;29;26;15;-13;-17;-2;-6
40;20;40;22;-4;-20;-17;-20
42;20;4;11;-15;-9;-20;-16
45;23;49;12;-18;-17;-4;-18
31;46;28;4;-6;-13;-4;-14
2;39;27;31;-17;-15;-7;-7
37;1;45;40;-8;0;-20;-14
13;18;10;21;-2;-2;-1;-11
13;19;6;18;-6;-12;-18;-17
30;21;9;26;-11;-3;-15;-9
3;33;20;3;-11;-17;-6;-11
43;13;14;37;-4;-5;-4;-11
23;36;29;34;-10;-9;-11;-1
29;45;4;8;-14;-11;-18;-2
12;48;10;39;-9;-9;-2;-9
17;14;34;40;-14;-17;-16;-4
46;15;45;30;-14;-16;-16;-9
22;13;37;0;-7;-5;-16;-4
39;37;11;2;-16;-15;-5;-9
14;30;16;24;-12;-12;-18;-8
26;20;6;20;-20;-15;-6;-5
37;23;33;42;0;-8;-8;-5
38;49;37;11;0;-9;-15;-7
25;21;10;21;-10;-9;-7;0
48;23;19;24;-18;-2;-20;-19
35;3;22;38;-7;-15;-4;0
2;24;18;34;-5;-11;-8;-6
11;19;33;4;-18;-11;-1;-9
39;22;26;8;-14;-10;-16;-1
35;42;21;36;-19;-6;-15;-12
41;9;46;15;-19;-2;-20;-5
47;30;37;25;-17;-19;-18;-6
49;31;13;19;0;-2;-10;-14
1;17;21;14;-9;-13;-8;-4
34;19;10;8;-4;-17;-7;-17
28;48;8;3;-1;-1;-10;-6
16;0;43;34;-10;-11;-2;-9
0;24;16;46;-20;-7;-16;-9
32;16;30;28;-13;-3;-2;-10
11;36;32;21;-15;-20;-20;-14
42;14;39;38;-3;-18;-8;-9
16;19;36;17;-20;-16;-20;-8
12;47;41;13;-4;-1;-9;-18
10;26;7;4;-9;-11;-19;-13
11;49;5;8;-20;-12;-6;-1
49;43;28;26;-7;0;-6;-19
20;19;20;11;-3;-7;-11;-1
13;33;25;19;-10;-16;-6;-6
28;34;1;27;-4;-2;0;-10
26;43;29;32;-5;-16;-3;0
11;3;36;39;-1;-2;-20;-5
4;19;13;47;-16;-9;0;-19
14;14;48;3;-4;-5;-13;-11
5;43;40;37;-17;-15;0;-2
43;3;0;13;-11;-3;-16;-20
34;27;48;5;-20;-12;-13;-7
25;7;30;39;-12;-5;-3;-17
5;19;23;14;-3;-10;-1;-14
15;40;15;23;-6;-4;-5;-5
34;36;40;22;-16;-5;-19;-16
24;40;45;16;-13;-4;-11;-12
3;21;30;45;-1;-6;-6;-5
9;39;37;44;-13;-1;-14;-6
10;1;27;4;-5;-4;-18;-20
6;35;13;38;-1;-20;-7;-11
39;1;8;36;-9;-13;-18;-11
26;43;34;8;-14;-4;-2;-15
7;18;18;31;-18;-16;-3;-2
40;6;10;22;-11;-14;0;-6
23;40;45;12;-4;-7;-8;-17
46;15;36;7;-16;-7;-17;-12
39;11;33;4;-10;-6;-3;-7
22;21;5;49;-6;0;-2;-16
49;32;7;45;-17;-4;-7;-12
21;35;43;16;-7;-20;-11;-9
46;34;44;36;-12;-13;-5;-12
34;44;4;39;-17;-11;-6;-5
39;4;7;35;-6;-13;-8;-1
2;38;18;25;-20;-19;-6;-6
11;1;26;28;-8;-12;-16;-7
20;47;38;27;-10;-10;-15;-16
10;49;18;0;-5;-15;-17;-1
41;29;3;14;-1;-15;-12;-16
47;35;38;40;-7;-7;0;-3
33;45;24;30;-19;-15;-5;-2
25;4;39;40;-4;-13;-14;-10
26;48;28;46;-10;-12;-18;-16
9;38;20;0;-2;-2;-16;-6
9;4;10;13;-16;-7;-15;-1
30;23;42;9;-1;-10;-10;-20
19;19;20;31;-19;-18;-18;-17
6;34;14;43;-13;-17;-9;-20
38;5;37;23;-3;-9;-9;-8
29;12;6;22;-6;-10;-16;-15
45;30;19;14;-10;-18;-2;-5
34;14;34;47;-6;-13;-17;-9
16;13;3;15;-14;-12;-13;-14
46;34;14;46;-19;-16;-6;-15
41;48;33;28;-6;-19;0;-6
49;9;23;46;-1;-11;-1;-12
40;37;23;17;-18;-20;-10;-8
40;0;45;17;-7;-16;-13;-8
37;9;6;18;-13;0;0;-10
27;7;46;11;-18;-2;0;-13
17;30;16;3;-16;-2;-10;-4
34;8;21;9;-12;-18;-6;-15
22;27;40;6;-7;-8;-16;-11
49;35;39;30;-18;-3;-4;-8
21;46;4;27;-16;-18;-14;-8
4;25;22;28;-16;-11;-15;-7
22;31;43;3;-1;-16;-15;-13
17;37;28;11;-8;-19;-18;-10
8;32;44;12;-7;-15;-20;-7
34;11;26;29;-12;-6;-14;-13
24;29;5;8;-14;-9;-4;-15
47;6;33;21;-4;-19;-12;-10
20;29;25;28;-5;-2;-16;-13
33;20;33;23;-20;-13;-6;-12
0;30;15;5;-19;-12;-13;-2
31;8;5;15;-12;0;-3;-20
4;6;9;19;-16;-12;-20;-7
24;19;12;15;-20;-18;-6;-8
23;6;12;7;-16;-6;-5;-16
27;17;31;11;-20;-12;-1;-10
4;36;14;39;-14;-9;-13;-13
22;38;15;4;-9;-19;-19;-3
44;33;23;5;-13;-14;-9;-6
48;29;18;40;-5;-14;0;-2
19;1;48;45;-9;-8;0;-2
6;26;12;32;-20;-3;-14;-6
14;47;49;23;-11;-2;-11;-9
39;7;26;46;-5;-5;-5;-19
42;48;43;27;-7;-2;-4;-4
41;20;42;30;-12;-16;-1;-16
16;21;33;47;-19;-7;-18;-5
38;10;38;21;-18;-8;-13;-19
6;37;22;14;-20;-12;-3;-3
2;41;19;11;-11;-19;-6;-1
19;34;5;1;-11;-8;-8;-8
21;29;33;24;-8;-20;-5;-2
6;32;13;15;-4;-4;-4;-6
2;26;18;0;-7;-10;-5;-17
16;45;27;43;-14;-15;-20;-15
45;8;0;33;-16;-4;-6;-4
1;42;2;4;-7;-19;-15;0
13;39;41;15;-20;-9;-4;-2
10;31;24;0;-18;-12;-17;-8
26;30;44;35;-17;-19;-9;-10
11;13;6;22;-17;-3;-15;-14
36;1;48;37;-10;-11;-16;-15
6;15;34;23;-20;-6;-20;-16
42;1;40;16;-5;-16;-11;-12
19;18;40;33;-20;-7;-8;-7
36;17;27;46;-18;-10;-2;-16
6;10;17;22;-12;-6;-10;-9
27;32;21;9;-4;-6;-11;-13
47;14;40;13;-1;-17;-10;-6
34;0;18;41;-7;-2;-9;-14
45;36;44;16;-7;-10;-8;-5
31;14;17;3;-9;-7;-1;-15
4;42;40;37;-1;0;-4;-3
2;25;0;33;-8;-11;-3;-20
19;6;0;24;-18;-17;-16;-12
7;33;6;14;-17;-18;0;-15
15;35;32;9;-6;-16;-16;-5
22;8;39;38;-14;-5;-15;-4
23;39;29;5;-1;-6;-11;-18
5;7;23;46;-13;0;-9;-2
25;47;41;9;-2;-15;-19;-15
38;43;21;19;-16;-2;-12;-8
