q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;s[0, 4];s[0, 5];s[1, 4];s[1, 5];s[2, 4];s[2, 5];s[3, 4];s[3, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7
29;1;17;33;8;23;26;52;2;17;13;25;23;51;2;13;17;23;25;26;51;52
10;28;10;29;42;33;47;30;63;48;43;23;66;60;23;30;43;47;48;60;63;66
21;13;6;48;46;7;47;13;39;19;38;-5;86;55;-5;13;19;38;39;47;55;86
34;22;42;29;39;14;72;28;49;21;65;53;55;30;21;28;30;49;53;55;65;72
21;32;34;37;47;39;66;40;59;62;61;62;65;68;40;59;61;62;62;65;66;68
21;6;18;14;0;35;1;48;5;31;10;44;-6;49;-6;1;5;10;31;44;48;49
21;9;40;19;31;47;48;64;24;41;64;71;47;49;24;41;47;48;49;64;64;71
32;41;12;7;44;15;67;44;71;39;52;7;41;5;5;7;39;41;44;52;67;71
14;1;32;17;27;11;38;6;12;-1;51;25;25;23;-1;6;12;23;25;25;38;51
44;22;3;4;39;27;79;51;50;39;32;10;34;14;10;14;32;34;39;50;51;79
34;35;11;40;7;18;22;51;23;37;6;22;42;45;6;22;22;23;37;42;45;51
39;35;15;30;5;26;27;50;28;59;14;29;28;36;14;27;28;28;29;36;50;59
4;0;37;9;42;19;33;7;26;3;60;54;33;20;3;7;20;26;33;33;54;60
9;48;25;42;36;5;43;5;74;33;41;12;58;40;5;12;33;40;41;43;58;74
30;21;4;45;41;12;61;42;46;24;45;13;79;48;13;24;42;45;46;48;61;79
20;37;19;11;26;44;36;53;57;66;34;58;30;52;30;34;36;52;53;57;58;66
8;2;43;6;19;31;10;24;11;20;53;65;17;28;10;11;17;20;24;28;53;65
47;5;30;13;20;28;65;55;17;28;49;43;20;39;17;20;28;39;43;49;55;65
25;45;22;31;36;0;56;8;62;31;41;3;57;18;3;8;18;31;41;56;57;62
11;11;6;35;24;4;19;1;18;7;18;-4;39;25;-4;1;7;18;18;19;25;39
7;40;34;21;25;21;23;25;61;46;52;45;35;24;23;24;25;35;45;46;52;61
25;25;23;19;8;19;21;39;26;26;24;38;10;30;10;21;24;26;26;30;38;39
31;38;28;27;24;7;43;18;50;27;51;16;43;26;16;18;26;27;43;43;50;51
49;33;4;5;38;42;83;86;62;57;35;41;24;36;24;35;36;41;57;62;83;86
12;38;48;16;49;29;58;25;76;57;88;63;48;29;25;29;48;57;58;63;76;88
8;46;42;20;11;23;19;13;43;65;50;46;21;34;13;19;21;34;43;46;50;65
10;29;20;7;7;21;10;21;26;44;12;33;-4;17;-4;10;12;17;21;26;33;44
5;8;35;16;17;11;19;14;16;14;38;32;13;8;8;13;14;14;16;19;32;38
46;38;36;47;24;14;58;53;45;37;43;44;58;55;37;43;44;45;53;55;58;58
14;1;44;16;41;43;46;52;33;35;77;80;48;56;33;35;46;48;52;56;77;80
31;3;19;18;9;33;24;59;-2;28;11;38;18;39;-2;11;18;24;28;38;39;59
29;2;40;27;23;19;51;42;20;18;58;48;46;35;18;20;35;42;46;48;51;58
30;21;41;21;3;22;27;41;16;25;39;60;24;37;16;24;25;27;37;39;41;60
21;23;47;43;28;30;41;35;41;36;57;61;57;64;35;36;41;41;57;57;61;64
21;34;16;44;28;5;30;12;58;19;29;3;68;29;3;12;19;29;29;30;58;68
46;39;18;37;21;24;66;54;42;57;23;29;40;58;23;29;40;42;54;57;58;66
15;37;45;16;43;48;57;54;76;68;75;81;48;50;48;50;54;57;68;75;76;81
6;9;39;32;14;48;10;50;13;40;53;83;31;79;10;13;31;40;50;53;79;83
0;46;8;31;14;34;4;31;43;75;21;34;31;50;4;21;31;31;34;43;50;75
27;33;6;0;26;18;51;45;39;33;22;5;11;12;5;11;12;22;33;39;45;51
31;26;1;14;4;35;21;52;30;61;2;30;12;32;2;12;21;30;30;32;52;61
4;30;48;2;38;10;26;10;63;40;69;52;32;-5;-5;10;26;32;40;52;63;69
28;45;33;17;4;44;26;66;49;82;26;68;17;55;17;26;26;49;55;66;68;82
8;37;9;45;32;39;35;33;59;56;24;34;77;64;24;33;34;35;56;59;64;77
4;43;36;43;8;30;-2;27;50;64;28;47;51;62;-2;27;28;47;50;51;62;64
6;28;3;14;27;41;13;32;36;64;30;29;22;52;13;22;29;30;32;36;52;64
43;49;44;30;24;40;56;64;60;85;67;68;43;66;43;56;60;64;66;67;68;85
4;15;21;40;37;37;38;30;43;49;40;52;69;60;30;38;40;43;49;52;60;69
35;29;13;17;2;3;36;25;28;31;6;13;0;14;0;6;13;14;25;28;31;36
23;46;37;35;26;2;47;18;58;47;52;30;52;26;18;26;30;47;47;52;52;58
14;7;18;10;40;18;37;18;40;11;57;26;33;17;11;17;18;26;33;37;40;57
30;11;4;28;4;16;23;31;7;20;-5;11;19;31;-5;7;11;19;20;23;31;31
30;1;31;9;9;49;19;76;5;33;29;70;10;41;5;10;19;29;33;41;70;76
19;3;4;20;42;15;60;27;25;4;44;19;62;15;4;15;19;25;27;44;60;62
27;40;9;35;48;11;68;33;84;35;46;19;71;30;19;30;33;35;46;68;71;84
4;22;4;0;37;48;37;45;45;52;36;50;32;38;32;36;37;38;45;45;50;52
30;19;20;28;21;32;32;59;35;48;21;38;34;49;21;32;34;35;38;48;49;59
41;19;30;23;15;42;50;79;27;58;27;60;36;63;27;27;36;50;58;60;63;79
39;10;28;28;27;2;64;40;36;-4;48;29;41;18;-4;18;29;36;40;41;48;64
41;47;47;5;31;33;68;66;77;61;73;80;19;27;19;27;61;66;68;73;77;80
10;46;36;3;14;17;21;12;58;44;45;40;9;6;6;9;12;21;40;44;45;58
38;5;15;27;12;17;50;45;3;12;26;29;19;44;3;12;19;26;29;44;45;50
45;45;19;9;34;41;76;68;76;72;47;46;27;46;27;46;46;47;68;72;76;76
32;38;0;41;20;49;47;69;40;70;13;39;44;87;13;39;40;44;47;69;70;87
47;34;9;27;3;29;30;65;36;50;-4;35;28;39;-4;28;30;35;36;39;50;65
40;10;27;29;15;20;48;46;20;17;30;40;40;48;17;20;30;40;40;46;48;48
41;8;2;18;40;21;81;47;44;10;41;21;50;20;10;20;21;41;44;47;50;81
45;15;40;8;41;6;76;44;51;8;70;37;33;12;8;12;33;37;44;51;70;76
14;41;3;45;26;19;39;30;55;53;26;19;60;44;19;26;30;39;44;53;55;60
16;19;30;41;44;17;56;32;44;34;59;37;68;58;32;34;37;44;56;58;59;68
34;34;47;8;24;4;42;26;49;26;67;36;30;-1;-1;26;26;30;36;42;49;67
16;28;37;16;12;40;22;36;22;53;41;65;26;44;22;22;26;36;41;44;53;65
8;9;6;15;20;49;15;44;25;50;20;50;23;48;15;20;23;25;44;48;50;50
31;22;21;45;40;9;61;21;53;24;44;19;78;48;19;21;24;44;48;53;61;78
22;34;26;10;44;44;57;56;72;71;65;70;47;38;38;47;56;57;65;70;71;72
13;35;25;6;18;29;27;36;47;60;29;39;4;26;4;26;27;29;36;39;47;60
27;7;22;12;48;32;65;49;49;21;59;49;53;26;21;26;49;49;49;53;59;65
2;38;14;46;8;17;5;17;31;39;9;22;48;49;5;9;17;22;31;39;48;49
43;41;21;10;6;5;34;47;28;28;19;19;5;4;4;5;19;19;28;28;34;47
38;34;7;47;47;9;77;35;78;28;36;0;94;44;0;28;35;36;44;77;78;94
21;29;1;42;15;17;23;20;24;46;11;-1;41;55;-1;11;20;23;24;41;46;55
13;41;42;43;0;17;8;12;29;53;22;49;39;51;8;12;22;29;39;49;51;53
12;0;49;10;30;32;34;27;13;23;73;62;23;41;13;23;23;27;34;41;62;73
37;35;18;46;31;14;61;35;56;38;32;29;60;53;29;32;35;38;53;56;60;61
20;24;21;14;21;40;34;47;28;54;39;48;25;52;25;28;34;39;47;48;52;54
37;19;28;39;46;9;64;42;61;16;68;30;81;39;16;30;39;42;61;64;68;81
46;44;1;2;42;14;84;52;68;51;39;15;29;3;3;15;29;39;51;52;68;84
16;47;34;36;9;22;5;31;48;66;32;54;31;50;5;31;31;32;48;50;54;66
12;5;11;11;21;13;14;22;9;9;29;21;13;11;9;9;11;13;14;21;22;29
22;48;45;8;33;20;36;36;65;48;66;55;31;9;9;31;36;36;48;55;65;66
22;35;4;8;33;2;40;11;66;21;22;0;33;-8;-8;0;11;21;22;33;40;66
11;45;11;33;36;8;30;10;68;53;31;-1;69;40;-1;10;30;31;40;53;68;69
1;49;12;13;14;41;-5;42;51;71;11;49;20;41;-5;11;20;41;42;49;51;71
48;17;22;28;26;13;66;57;35;20;39;33;34;25;20;25;33;34;35;39;57;66
26;24;46;32;18;25;28;49;31;39;53;68;33;40;28;31;33;39;40;49;53;68
1;48;14;21;36;38;30;34;84;69;36;52;44;43;30;34;36;43;44;52;69;84
26;43;49;24;26;27;41;50;64;58;62;75;49;37;37;41;49;50;58;62;64;75
7;7;8;12;9;3;5;-8;6;3;15;0;5;-2;-8;-2;0;3;5;5;6;15
49;24;1;6;6;5;50;45;12;29;7;-11;10;6;-11;6;7;10;12;29;45;50
27;15;0;21;37;1;48;13;40;5;32;-17;38;19;-17;5;13;19;32;38;40;48
31;35;49;8;46;41;71;57;70;63;84;83;37;46;37;46;57;63;70;71;83;84
5;24;42;4;9;13;9;9;24;35;33;43;-1;11;-1;9;9;11;24;33;35;43
3;22;40;24;47;0;34;-1;65;22;86;37;53;22;-1;22;22;34;37;53;65;86
40;32;19;26;15;48;52;80;32;80;27;59;37;60;27;32;37;52;59;60;80;80
26;0;4;28;20;46;35;55;8;44;7;40;33;73;7;8;33;35;40;44;55;73
37;38;37;32;10;7;43;36;43;44;35;39;32;24;24;32;35;36;39;43;43;44
30;18;37;43;30;20;49;48;37;28;67;47;64;58;28;37;47;48;49;58;64;67
2;34;3;7;46;12;34;-6;64;45;29;14;44;7;-6;7;14;29;34;44;45;64
8;17;1;13;33;22;33;11;47;33;17;17;31;18;11;17;17;18;31;33;33;47
15;39;18;19;30;38;44;51;56;67;33;44;30;50;30;33;44;44;50;51;56;67
5;23;49;41;11;10;15;5;31;16;47;57;41;31;5;15;16;31;31;41;47;57
49;3;35;0;41;41;71;88;26;34;71;57;25;21;21;25;26;34;57;71;71;88
30;26;1;22;45;33;73;45;57;47;31;22;66;35;22;31;35;45;47;57;66;73
32;47;25;21;47;15;73;40;84;53;56;32;55;18;18;32;40;53;55;56;73;84
10;46;4;13;45;48;53;39;78;90;47;41;42;44;39;41;42;44;47;53;78;90
46;6;43;43;47;34;81;78;53;29;76;68;87;59;29;53;59;68;76;78;81;87
7;17;20;17;48;43;48;38;48;55;51;55;47;58;38;47;48;48;51;55;55;58
46;1;31;39;29;3;56;31;15;-14;51;23;48;42;-14;15;23;31;42;48;51;56
4;6;22;30;41;19;44;13;41;12;49;36;63;48;12;13;36;41;44;48;49;63
6;10;36;26;34;30;29;22;40;30;56;61;56;52;22;29;30;40;52;56;56;61
33;17;16;33;32;42;49;66;48;59;38;58;63;72;38;48;49;58;59;63;66;72
38;34;39;14;49;44;74;66;65;69;82;67;48;48;48;48;65;66;67;69;74;82
35;45;44;12;27;14;58;42;54;39;68;53;33;21;21;33;39;42;53;54;58;68
9;47;22;32;10;21;19;28;39;55;20;29;36;37;19;20;28;29;36;37;39;55
6;12;9;22;34;26;30;26;27;30;32;16;54;43;16;26;27;30;30;32;43;54
22;6;12;43;30;48;51;69;20;46;38;51;64;85;20;38;46;51;51;64;69;85
2;39;27;27;11;8;1;10;37;39;33;34;22;26;1;10;22;26;33;34;37;39
42;23;43;13;39;42;63;77;51;45;66;70;32;45;32;45;45;51;63;66;70;77
14;4;16;21;37;20;46;20;32;19;42;28;44;39;19;20;28;32;39;42;44;46
43;13;40;38;38;30;70;72;46;35;70;50;73;63;35;46;50;63;70;70;72;73
39;43;39;31;44;24;76;54;73;58;67;48;67;48;48;48;54;58;67;67;73;76
26;21;32;4;46;19;60;25;49;28;76;45;38;6;6;25;28;38;45;49;60;76
26;31;10;41;35;13;41;29;59;36;25;4;63;35;4;25;29;35;36;41;59;63
4;33;16;33;13;31;17;34;31;62;18;42;35;52;17;18;31;34;35;42;52;62
27;1;40;20;0;22;19;31;0;20;39;62;13;38;0;13;19;20;31;38;39;62
36;8;6;12;43;17;70;42;51;7;48;15;49;11;7;11;15;42;48;49;51;70
1;28;21;29;4;0;-12;-2;15;17;8;19;22;12;-12;-2;8;12;15;17;19;22
6;10;48;16;34;31;23;27;33;27;71;68;47;29;23;27;27;29;33;47;68;71
30;17;7;9;15;30;26;55;28;43;13;20;10;35;10;13;20;26;28;35;43;55
27;46;32;25;41;40;56;51;84;70;66;64;59;61;51;56;59;61;64;66;70;84
9;4;38;46;21;35;30;37;8;30;59;65;50;66;8;30;30;37;50;59;65;66
22;29;14;31;30;2;46;15;59;26;27;7;55;27;7;15;26;27;27;46;55;59
3;25;1;43;27;34;17;23;46;41;12;17;60;67;12;17;17;23;41;46;60;67
39;29;11;20;16;26;46;59;37;53;14;29;23;33;14;23;29;33;37;46;53;59
14;0;11;12;5;38;15;39;4;28;2;30;6;30;2;4;6;15;28;30;30;39
46;35;2;18;31;34;71;73;59;65;28;33;39;45;28;33;39;45;59;65;71;73
42;36;13;11;42;14;67;52;76;36;35;21;37;25;21;25;35;36;37;52;67;76
7;3;15;35;14;7;10;8;0;5;26;6;40;42;0;5;6;8;10;26;40;42
35;3;4;40;40;48;62;77;27;49;42;47;65;85;27;42;47;49;62;65;77;85
2;44;8;44;43;43;37;27;74;69;45;47;73;84;27;37;45;47;69;73;74;84
19;4;9;23;36;4;46;8;32;-2;40;-2;56;11;-2;-2;8;11;32;40;46;56
21;21;13;44;43;4;51;16;64;8;36;16;84;44;8;16;16;36;44;51;64;84
13;13;17;42;6;31;11;32;15;24;22;30;29;71;11;15;22;24;29;30;32;71
33;38;32;16;49;28;65;51;84;57;67;50;57;35;35;50;51;57;57;65;67;84
47;47;31;9;18;22;59;60;60;49;45;49;11;12;11;12;45;49;49;59;60;60
41;28;15;8;18;44;41;71;43;69;19;45;15;44;15;19;41;43;44;45;69;71
15;49;18;37;7;9;15;6;56;39;12;20;29;44;6;12;15;20;29;39;44;56
25;17;40;12;33;44;50;50;31;43;62;75;36;50;31;36;43;50;50;50;62;75
29;39;30;2;35;31;57;57;56;55;48;53;24;20;20;24;48;53;55;56;57;57
46;5;14;6;15;47;44;75;19;40;10;47;4;45;4;10;19;40;44;45;47;75
38;1;5;45;25;13;53;48;11;6;11;16;67;40;6;11;11;16;40;48;53;67
32;8;4;1;15;39;37;57;7;32;1;34;11;36;1;7;11;32;34;36;37;57
2;25;7;47;24;48;9;47;41;58;22;46;64;93;9;22;41;46;47;58;64;93
30;26;22;27;42;49;61;73;60;59;59;70;55;64;55;59;59;60;61;64;70;73
36;28;1;45;28;15;58;33;55;35;10;13;55;41;10;13;33;35;41;55;55;58
3;40;0;3;13;43;13;28;42;68;7;38;8;32;7;8;13;28;32;38;42;68
47;31;16;23;6;26;40;62;17;56;20;41;12;37;12;17;20;37;40;41;56;62
40;1;23;44;49;6;78;29;38;-3;60;25;85;44;-3;25;29;38;44;60;78;85
34;7;48;25;49;38;77;72;51;30;83;85;63;52;30;51;52;63;72;77;83;85
23;40;3;42;23;11;26;29;49;38;6;11;47;50;6;11;26;29;38;47;49;50
25;40;15;20;46;23;51;45;79;43;57;27;64;25;25;27;43;45;51;57;64;79
16;17;15;46;44;43;55;45;59;49;50;46;89;89;45;46;49;50;55;59;89;89
27;3;11;12;15;36;41;55;10;20;18;37;13;30;10;13;18;20;30;37;41;55
34;39;44;12;14;46;32;60;34;85;49;79;26;58;26;32;34;49;58;60;79;85
2;44;20;10;18;40;10;25;60;71;22;55;14;49;10;14;22;25;49;55;60;71
32;24;40;49;0;3;18;30;18;12;37;24;48;44;12;18;18;24;30;37;44;48
6;8;31;22;22;8;28;-4;30;8;44;21;39;19;-4;8;19;21;28;30;39;44
28;20;14;9;26;26;38;42;42;35;36;40;24;19;19;24;35;36;38;40;42;42
12;1;10;44;44;8;49;17;29;8;42;13;88;51;8;13;17;29;42;49;51;88
39;1;49;7;13;31;34;53;11;25;51;72;13;36;11;13;25;34;36;51;53;72
10;19;40;11;29;12;38;19;37;19;52;35;37;15;15;19;19;35;37;37;38;52
43;33;42;9;27;49;67;76;42;77;55;90;35;38;35;38;42;55;67;76;77;90
42;5;12;31;30;8;59;50;25;11;33;7;51;22;7;11;22;25;33;50;51;59
14;11;4;1;39;22;40;26;46;13;42;6;34;20;6;13;20;26;34;40;42;46
32;30;18;14;42;28;62;56;57;51;48;35;52;38;35;38;48;51;52;56;57;62
27;46;47;10;1;28;16;39;45;59;45;69;-8;22;-8;16;22;39;45;45;59;69
20;28;9;39;21;38;37;51;33;60;28;30;58;70;28;30;33;37;51;58;60;70
7;37;29;17;24;25;27;32;43;49;51;53;35;38;27;32;35;38;43;49;51;53
8;35;34;1;30;3;23;1;63;20;50;17;30;-9;-9;1;17;20;23;30;50;63
11;30;21;21;14;49;16;48;41;59;35;62;26;53;16;26;35;41;48;53;59;62
41;39;13;6;26;25;63;56;64;62;39;23;22;11;11;22;23;39;56;62;63;64
13;11;17;33;39;48;46;44;46;40;42;48;66;71;40;42;44;46;46;48;66;71
6;14;34;32;17;28;9;27;28;41;38;42;37;57;9;27;28;37;38;41;42;57
26;12;4;3;36;3;50;21;36;12;38;-5;39;-2;-5;-2;12;21;36;38;39;50
18;16;43;9;37;31;46;47;48;40;76;74;38;22;22;38;40;46;47;48;74;76
31;18;36;44;26;27;57;45;31;31;52;46;60;53;31;31;45;46;52;53;57;60
33;41;47;11;18;18;37;35;40;59;48;50;26;16;16;26;35;37;40;48;50;59
16;47;11;35;1;35;15;34;47;64;5;26;17;62;5;15;17;26;34;47;62;64
6;20;22;17;3;7;-8;8;4;16;21;27;3;17;-8;3;4;8;16;17;21;27
36;0;36;37;16;25;43;42;8;16;45;58;38;57;8;16;38;42;43;45;57;58
43;30;27;11;16;6;39;42;34;26;28;17;26;8;8;17;26;26;28;34;39;42
13;21;44;36;37;38;37;50;39;39;75;63;54;56;37;39;39;50;54;56;63;75
21;38;35;11;44;33;50;42;67;68;68;48;38;27;27;38;42;48;50;67;68;68
44;46;2;0;36;20;79;59;81;56;22;4;33;8;4;8;22;33;56;59;79;81
19;43;28;24;14;4;30;9;57;43;30;22;38;9;9;9;22;30;30;38;43;57
6;37;1;49;32;13;20;18;57;45;20;7;70;61;7;18;20;20;45;57;61;70
30;6;48;8;37;31;61;55;42;17;69;59;45;36;17;36;42;45;55;59;61;69
40;34;28;12;0;10;24;36;16;39;9;28;1;10;1;9;10;16;24;28;36;39
23;33;35;28;9;7;22;22;36;27;29;31;19;19;19;19;22;22;27;29;31;36
48;7;4;44;39;32;84;72;35;37;25;36;78;64;25;35;36;37;64;72;78;84
41;39;48;5;21;17;47;40;52;36;50;52;20;6;6;20;36;40;47;50;52;52
24;45;31;24;37;37;61;42;78;75;61;67;42;59;42;42;59;61;61;67;75;78
13;36;32;3;40;16;40;11;64;41;61;48;28;5;5;11;28;40;41;48;61;64
36;45;45;41;32;11;60;43;71;50;74;46;69;43;43;43;46;50;60;69;71;74
3;24;28;27;35;37;23;35;47;44;51;51;52;48;23;35;44;47;48;51;51;52
16;0;47;30;29;30;45;30;9;30;63;59;40;57;9;30;30;40;45;57;59;63
18;7;6;31;44;33;47;49;43;39;31;39;58;50;31;39;39;43;47;49;50;58
43;14;48;12;37;20;78;53;43;19;72;49;49;16;16;19;43;49;49;53;72;78
7;18;38;17;9;49;9;36;17;48;39;71;19;60;9;17;19;36;39;48;60;71
14;4;46;0;21;11;27;22;12;5;64;41;2;5;2;5;5;12;22;27;41;64
20;20;10;30;37;21;45;30;51;24;31;23;47;42;23;24;30;31;42;45;47;51
10;30;24;46;11;35;21;41;34;61;20;48;38;63;20;21;34;38;41;48;61;63
22;2;30;40;16;2;24;14;9;-13;43;20;56;23;-13;9;14;20;23;24;43;56
24;34;37;32;20;35;41;56;43;54;45;63;35;60;35;41;43;45;54;56;60;63
30;28;43;49;45;24;56;44;57;37;74;66;89;57;37;44;56;57;57;66;74;89
32;9;46;29;19;25;40;53;18;27;58;70;30;47;18;27;30;40;47;53;58;70
25;28;33;15;42;32;47;48;59;46;55;64;45;43;43;45;46;47;48;55;59;64
46;30;46;16;14;34;57;63;36;46;55;73;21;39;21;36;39;46;55;57;63;73
22;24;3;23;37;25;59;47;54;49;22;24;57;30;22;24;30;47;49;54;57;59
12;39;23;27;1;38;12;37;35;65;22;45;25;59;12;22;25;35;37;45;59;65
15;33;39;18;5;42;6;48;24;66;32;69;16;40;6;16;24;32;40;48;66;69
11;25;42;45;41;33;41;44;48;40;67;66;80;65;40;41;44;48;65;66;67;80
18;2;43;22;14;25;25;32;9;22;56;60;34;35;9;22;25;32;34;35;56;60
12;49;39;43;31;26;33;34;71;57;61;58;56;60;33;34;56;57;58;60;61;71
18;30;8;47;48;3;63;14;67;28;43;9;86;34;9;14;28;34;43;63;67;86
27;24;36;47;31;16;46;36;52;39;61;32;59;44;32;36;39;44;46;52;59;61
8;32;46;34;3;17;2;25;31;31;45;48;36;51;2;25;31;31;36;45;48;51
12;17;25;44;16;14;28;26;25;20;28;37;41;58;20;25;26;28;28;37;41;58
38;31;1;26;46;34;64;60;74;63;38;30;52;44;30;38;44;52;60;63;64;74
42;25;23;11;23;18;50;51;37;33;37;41;28;17;17;28;33;37;37;41;50;51
40;21;12;29;15;18;39;48;26;34;9;23;31;46;9;23;26;31;34;39;46;48
27;35;0;19;14;3;26;29;45;34;3;1;17;6;1;3;6;17;26;29;34;45
49;14;24;12;24;5;67;43;23;2;40;13;18;11;2;11;13;18;23;40;43;67
44;11;18;45;3;6;40;39;2;-1;17;7;28;47;-1;2;7;17;28;39;40;47
0;48;9;40;11;2;3;-3;51;49;17;9;51;31;-3;3;9;17;31;49;51;51
32;18;33;22;38;25;66;45;55;29;59;41;53;46;29;41;45;46;53;55;59;66
32;20;2;46;45;48;58;60;59;55;36;44;84;79;36;44;55;58;59;60;79;84
11;1;48;2;36;8;43;13;31;-11;76;52;19;-3;-11;-3;13;19;31;43;52;76
1;2;33;17;38;7;38;-7;20;-2;68;34;44;7;-7;-2;7;20;34;38;44;68
0;20;5;13;39;24;23;14;44;38;41;9;41;24;9;14;23;24;38;41;41;44
29;0;17;22;5;44;25;67;-10;34;6;42;27;48;-10;6;25;27;34;42;48;67
22;34;28;15;47;33;68;45;76;47;67;60;57;34;34;45;47;57;60;67;68;76
12;36;45;0;31;28;32;23;64;60;62;72;16;21;16;21;23;32;60;62;64;72
48;47;15;25;22;49;70;82;55;84;33;61;41;70;33;41;55;61;70;70;82;84
5;3;31;19;23;3;14;-12;6;-4;42;15;34;22;-12;-4;6;14;15;22;34;42
18;13;28;8;28;18;27;22;30;13;55;31;32;17;13;17;22;27;30;31;32;55
19;15;2;45;32;39;41;39;45;42;23;40;70;70;23;39;40;41;42;45;70;70
26;13;43;30;42;48;64;66;52;45;71;82;68;76;45;52;64;66;68;71;76;82
23;15;27;5;29;8;43;19;34;19;40;22;26;-4;-4;19;19;22;26;34;40;43
33;37;23;6;41;25;61;52;65;44;57;38;28;26;26;28;38;44;52;57;61;65
24;33;39;31;12;3;18;10;36;25;46;28;34;33;10;18;25;28;33;34;36;46
34;48;2;32;9;27;42;56;54;62;0;20;30;59;0;20;30;42;54;56;59;62
31;14;30;41;5;28;30;45;16;31;25;38;27;54;16;25;27;30;31;38;45;54
37;20;2;45;40;0;63;26;43;14;27;-17;84;39;-17;14;26;27;39;43;63;84
6;40;31;31;8;46;-5;46;37;70;24;61;25;61;-5;24;25;37;46;61;61;70
20;40;45;22;4;47;4;67;40;68;34;90;25;50;4;25;34;40;50;67;68;90
12;40;24;42;49;35;55;41;89;57;71;59;86;67;41;55;57;59;67;71;86;89
5;35;48;26;40;0;40;-14;63;18;76;46;47;22;-14;18;22;40;46;47;63;76
16;21;25;36;48;6;51;17;52;9;69;26;72;27;9;17;26;27;51;52;69;72
27;20;38;32;7;30;23;49;19;33;30;63;22;59;19;22;23;30;33;49;59;63
23;20;48;19;29;44;43;64;30;61;68;91;44;59;30;43;44;59;61;64;68;91
39;3;48;15;43;14;65;44;41;15;71;61;58;11;11;15;41;44;58;61;65;71
23;19;6;9;37;22;43;39;45;32;36;9;33;17;9;17;32;33;36;39;43;45
10;21;29;10;22;23;26;25;39;30;37;43;20;29;20;25;26;29;30;37;39;43
11;26;22;9;47;16;52;11;57;24;56;38;46;13;11;13;24;38;46;52;56;57
45;21;10;13;14;17;45;57;34;37;6;20;14;28;6;14;20;28;34;37;45;57
15;14;22;27;1;5;2;4;-2;8;4;15;26;26;-2;2;4;4;8;15;26;26
27;19;18;27;43;36;58;59;45;41;42;34;64;63;34;41;42;45;58;59;63;64
44;33;6;9;46;33;72;75;68;53;34;22;53;27;22;27;34;53;53;68;72;75
7;35;32;21;18;10;14;2;49;43;46;31;29;27;2;14;27;29;31;43;46;49
10;29;30;37;16;42;20;45;29;69;30;55;40;73;20;29;30;40;45;55;69;73
30;19;13;35;22;7;42;30;40;6;30;13;55;38;6;13;30;30;38;40;42;55
35;12;39;37;44;19;70;48;38;30;65;45;72;38;30;38;38;45;48;65;70;72
16;20;11;21;31;8;30;24;47;8;42;0;42;14;0;8;14;24;30;42;42;47
8;34;13;39;23;0;18;-7;50;26;17;-2;49;36;-7;-2;17;18;26;36;49;50
12;17;28;35;20;43;25;54;37;54;34;70;44;65;25;34;37;44;54;54;65;70
33;40;49;38;31;41;53;58;54;61;78;84;51;62;51;53;54;58;61;62;78;84
47;20;2;1;37;33;78;67;53;46;20;23;19;18;18;19;20;23;46;53;67;78
49;19;14;27;22;26;66;58;23;38;26;35;39;36;23;26;35;36;38;39;58;66
32;46;49;22;28;20;57;39;59;54;77;59;31;24;24;31;39;54;57;59;59;77
22;31;31;42;10;20;26;38;41;31;23;37;40;52;23;26;31;37;38;40;41;52
33;44;24;29;49;21;68;36;86;48;66;26;69;31;26;31;36;48;66;68;69;86
29;29;20;30;15;40;39;66;44;57;34;55;45;55;34;39;44;45;55;55;57;66
4;16;40;3;40;44;37;30;40;42;72;70;33;37;30;33;37;37;40;42;70;72
11;19;16;17;38;19;39;11;39;33;35;18;48;32;11;18;32;33;35;39;39;48
32;29;37;39;20;41;46;58;41;53;57;58;51;78;41;46;51;53;57;58;58;78
1;19;25;5;48;15;49;2;65;26;71;23;38;4;2;4;23;26;38;49;65;71
18;44;33;46;44;49;47;52;70;83;61;63;71;89;47;52;61;63;70;71;83;89
17;22;11;37;30;15;45;14;36;29;33;17;51;35;14;17;29;33;35;36;45;51
27;13;49;49;15;11;31;26;26;14;46;51;49;52;14;26;26;31;46;49;51;52
7;18;25;32;37;8;30;0;36;10;54;21;68;36;0;10;21;30;36;36;54;68
40;12;20;27;1;43;40;76;-4;36;8;43;13;60;-4;8;13;36;40;43;60;76
19;20;6;29;31;30;36;39;41;46;30;23;47;59;23;30;36;39;41;46;47;59
25;39;2;9;13;15;31;31;42;49;-5;6;12;24;-5;6;12;24;31;31;42;49
45;37;30;5;45;42;86;70;71;73;67;64;46;45;45;46;64;67;70;71;73;86
8;30;38;31;24;30;25;22;44;53;46;56;36;45;22;25;36;44;45;46;53;56
16;4;49;22;25;19;39;20;15;10;64;66;39;22;10;15;20;22;39;39;64;66
4;47;4;22;2;4;-6;8;33;32;-11;2;6;12;-11;-6;2;6;8;12;32;33
7;20;10;23;30;30;32;20;31;46;28;27;45;51;20;27;28;31;32;45;46;51
24;23;25;14;27;5;50;11;47;22;50;19;38;12;11;12;19;22;38;47;50;50
16;5;47;34;19;33;35;38;13;20;50;77;37;48;13;20;35;37;38;48;50;77
2;43;34;22;49;32;41;21;90;61;68;60;62;39;21;39;41;60;61;62;68;90
