q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
44;13;46;20;6;11;13;36;16;64;44;40;47;74;57;22;0;10;10;47;11;47;34;39;52;69;46;29;47;36;4;36;12;13;27;20;0;4;10;10;11;12;13;20;22;27;29;34;36;36;39;40;44;46;47;47;47;47;52;57;64;69;74
31;14;15;31;8;14;49;29;45;59;19;25;65;47;73;43;6;9;56;27;58;41;15;23;61;30;49;72;48;67;39;19;42;58;27;54;6;9;15;19;19;23;25;27;27;30;39;41;42;43;47;48;49;54;56;58;58;59;61;65;67;72;73
20;46;9;33;38;43;40;0;19;49;54;63;43;20;19;59;64;73;77;45;65;38;34;44;30;-9;8;68;18;48;77;23;43;72;25;60;-9;8;18;19;20;23;25;30;34;38;43;43;44;45;48;49;54;59;60;63;64;65;68;72;73;77;77
4;23;29;2;14;45;0;46;19;-3;17;42;-13;49;22;8;25;61;14;52;38;12;43;59;12;55;31;-2;37;13;5;56;21;34;81;52;-13;-3;-2;5;8;12;12;13;14;17;21;22;25;31;34;37;38;42;43;49;52;52;55;56;59;61;81
5;25;10;6;47;48;24;15;26;3;35;53;18;13;28;17;72;68;38;39;33;8;54;58;25;23;17;19;14;22;55;58;62;58;50;72;3;8;13;14;17;17;18;19;22;23;25;28;33;35;38;39;50;53;54;55;58;58;58;62;68;72;72
45;24;13;43;30;39;1;38;22;69;73;79;33;81;64;67;45;45;23;60;41;43;30;45;9;36;26;31;69;47;27;66;42;36;77;47;9;23;26;27;30;31;33;36;36;41;42;43;45;45;45;47;47;60;64;66;67;69;69;73;77;79;81
47;49;14;8;17;4;33;12;29;41;50;45;60;49;70;55;50;35;63;60;65;6;30;3;38;23;27;37;9;33;46;26;37;23;9;33;3;6;9;9;23;23;26;27;30;33;33;35;37;37;38;41;45;46;49;50;50;55;60;60;63;65;70
23;24;13;38;39;21;5;0;22;44;42;33;11;17;36;46;51;25;10;11;32;49;38;19;17;5;33;31;22;44;38;32;41;7;19;29;5;7;10;11;11;17;17;19;19;22;25;29;31;32;32;33;33;36;38;38;41;42;44;44;46;49;51
5;22;26;9;42;32;0;10;4;9;45;32;-4;7;8;23;61;49;22;20;10;25;67;53;22;16;23;9;13;7;36;41;31;31;42;20;-4;7;7;8;9;9;10;13;16;20;20;22;22;23;23;25;31;31;32;36;41;42;45;49;53;61;67
37;34;48;32;49;23;12;6;16;56;67;60;29;40;44;51;63;44;30;25;46;66;85;71;53;54;54;26;38;38;51;52;46;28;23;39;23;25;26;28;29;30;38;38;39;40;44;44;46;46;51;51;52;53;54;54;56;60;63;66;67;71;85
40;48;24;48;18;37;18;0;41;88;43;67;56;36;66;85;55;69;47;41;75;71;29;60;29;12;51;46;42;76;24;15;39;36;29;73;12;15;24;29;29;29;36;36;39;41;42;43;46;47;51;55;56;60;66;67;69;71;73;75;76;85;88
29;25;31;40;5;19;25;31;30;50;33;39;40;50;43;59;28;43;43;38;51;60;32;46;47;43;58;54;52;67;24;21;27;40;44;45;21;24;27;28;32;33;38;39;40;40;43;43;43;43;44;45;46;47;50;50;51;52;54;58;59;60;67
3;11;5;0;22;0;19;26;41;-12;10;-16;3;26;30;1;27;-3;18;35;35;-10;19;3;14;24;28;15;21;28;35;39;59;2;20;22;-16;-12;-10;-3;1;2;3;3;10;14;15;18;19;20;21;22;24;26;27;28;28;30;35;35;35;39;59
11;25;44;31;46;31;16;42;24;29;45;32;7;49;15;44;54;40;34;56;38;62;76;73;52;76;67;27;66;39;47;87;63;34;60;40;7;15;27;29;32;34;34;38;39;40;40;44;45;47;49;52;54;56;60;62;63;66;67;73;76;76;87
40;24;35;6;11;30;20;37;47;31;44;68;49;60;81;20;31;52;34;61;63;41;36;58;39;56;70;9;28;48;23;34;44;35;62;75;9;20;23;28;31;31;34;34;35;36;39;41;44;44;48;49;52;56;58;60;61;62;63;68;70;75;81
19;44;14;19;17;1;37;40;12;31;24;20;36;43;11;53;47;25;71;82;46;23;23;11;43;43;6;37;49;17;51;54;15;34;34;-2;-2;6;11;11;15;17;20;23;23;24;25;31;34;34;36;37;43;43;43;46;47;49;51;53;54;71;82
2;29;39;5;23;12;37;12;21;5;14;-3;35;5;20;15;51;28;49;30;50;40;44;37;76;32;55;30;6;19;57;35;39;30;6;33;-3;5;5;6;6;14;15;19;20;28;30;30;30;32;33;35;35;37;39;40;44;49;50;51;55;57;76
9;11;0;2;25;28;20;39;30;-8;21;34;16;47;26;10;16;19;18;43;28;-4;10;10;13;35;28;12;31;18;42;56;43;47;60;43;-8;-4;10;10;10;12;13;16;16;18;18;19;21;26;28;28;31;34;35;42;43;43;43;47;47;56;60
39;22;4;44;25;45;48;38;34;72;54;72;75;74;63;62;34;59;58;58;54;48;10;41;35;39;38;73;64;64;69;56;58;79;82;59;10;34;35;38;39;41;48;54;54;56;58;58;58;59;59;62;63;64;64;69;72;72;73;74;75;79;82
15;28;24;11;47;45;25;43;5;11;53;49;28;45;12;28;56;57;52;53;19;21;62;61;31;49;10;29;52;-1;59;75;46;55;81;40;-1;10;11;12;19;21;28;28;29;31;40;45;46;49;49;52;52;53;53;55;56;57;59;61;62;75;81
19;1;29;19;34;4;48;45;31;38;45;9;47;45;30;1;17;2;42;41;26;36;53;24;65;56;51;62;54;39;82;75;63;39;37;35;1;2;9;17;24;26;30;35;36;37;38;39;39;41;42;45;45;47;51;53;54;56;62;63;65;75;82
21;22;23;34;29;32;31;25;42;55;39;52;37;40;50;53;39;41;33;42;54;39;32;49;38;47;52;60;54;74;60;36;58;54;47;72;32;33;36;37;38;39;39;39;40;41;42;47;47;49;50;52;52;53;54;54;54;55;58;60;60;72;74
9;10;18;7;2;19;31;5;37;8;3;18;27;7;43;-1;-3;9;23;2;34;8;12;37;33;5;37;27;-3;37;15;-8;19;38;8;43;-8;-3;-3;-1;2;3;5;7;8;8;8;9;12;15;18;19;23;27;27;33;34;37;37;37;38;43;43
26;24;7;37;43;19;39;0;23;47;52;36;48;23;42;53;57;32;56;8;28;43;39;16;34;-13;22;75;37;41;77;32;46;42;19;38;-13;8;16;19;22;23;28;32;32;34;36;37;38;39;41;42;42;43;46;47;48;52;53;56;57;75;77
43;5;4;22;10;14;3;15;24;47;46;41;35;38;62;27;15;5;-3;14;26;25;-4;10;-12;7;18;16;29;45;7;20;18;7;21;18;-12;-4;-3;5;7;7;7;10;14;15;16;18;18;18;20;21;25;26;27;29;35;38;41;45;46;47;62
6;33;15;38;17;12;43;34;23;38;14;-1;38;31;12;68;43;43;62;62;48;37;14;25;44;49;18;69;69;52;46;46;34;44;43;19;-1;12;14;14;18;19;25;31;34;37;38;38;43;43;43;44;44;46;46;48;49;52;62;62;68;69;69
35;47;44;20;30;39;35;17;28;38;61;73;66;36;46;52;60;73;79;44;56;64;67;66;63;53;53;49;26;42;64;32;41;68;56;61;26;32;36;38;41;42;44;46;49;52;53;53;56;56;60;61;61;63;64;64;66;66;67;68;73;73;79
20;14;37;43;2;22;38;9;40;58;4;37;54;24;44;56;9;24;39;13;52;65;22;43;67;38;64;77;32;77;30;-5;41;49;31;58;-5;4;9;13;22;24;24;30;31;32;37;38;39;41;43;44;49;52;54;56;58;58;64;65;67;77;77
12;39;6;31;1;29;5;19;43;40;-1;29;0;27;42;56;22;54;41;55;78;22;-11;27;9;9;42;26;50;55;-9;6;24;31;41;69;-11;-9;-1;0;6;9;9;22;22;24;26;27;27;29;31;40;41;41;42;42;50;54;55;55;56;69;78
6;45;43;24;43;49;30;16;47;11;32;53;29;17;34;65;70;83;73;60;87;60;76;85;54;39;81;53;36;59;63;46;82;63;61;86;11;17;29;32;34;36;39;46;53;53;54;59;60;60;61;63;63;65;70;73;76;81;82;83;85;86;87
26;12;4;27;20;27;13;38;38;39;28;46;36;53;56;34;18;28;15;38;47;18;22;14;9;27;31;32;52;55;16;49;58;24;52;46;9;14;15;16;18;18;22;24;27;28;28;31;32;34;36;38;39;46;46;47;49;52;52;53;55;56;58
48;17;45;48;23;16;49;20;40;83;68;51;92;52;71;65;36;19;55;33;44;92;52;50;80;57;82;87;60;69;59;33;54;59;24;44;19;24;33;33;36;44;44;50;51;52;52;54;55;57;59;59;60;65;68;69;71;80;82;83;87;92;92
11;35;35;32;30;10;31;0;6;37;36;8;36;5;12;50;49;33;50;28;38;52;48;30;55;25;22;57;25;31;53;12;34;23;-10;11;-10;5;8;11;12;12;22;23;25;25;28;30;31;33;34;36;36;37;38;48;49;50;50;52;53;55;57
11;16;46;9;17;3;45;4;40;12;24;8;43;1;34;20;18;8;48;15;50;43;45;39;71;32;85;37;10;35;56;1;52;33;5;43;1;1;5;8;8;10;12;15;18;20;24;32;33;34;35;37;39;43;43;43;45;48;50;52;56;71;85
35;37;37;5;13;42;12;39;25;23;42;59;27;63;56;23;49;74;45;63;44;28;33;70;35;58;62;5;40;18;18;35;36;47;68;64;5;18;18;23;23;27;28;33;35;35;36;40;42;44;45;47;49;56;58;59;62;63;63;64;68;70;74
36;0;9;35;39;19;22;31;24;54;60;49;55;58;42;24;38;14;9;16;5;31;47;11;26;28;13;42;64;44;43;54;54;29;43;34;5;9;11;13;14;16;24;26;28;29;31;34;38;42;42;43;43;44;47;49;54;54;54;55;58;60;64
0;25;34;6;32;48;26;4;21;-11;20;38;7;-6;5;16;42;61;32;26;27;33;47;63;46;25;49;15;-10;10;49;24;46;66;52;51;-11;-10;-6;5;7;10;15;16;20;24;25;26;27;32;33;38;42;46;46;47;49;49;51;52;61;63;66
13;0;31;45;22;40;17;24;1;44;24;49;25;32;-2;26;14;21;-3;11;-15;71;40;69;37;43;28;54;64;46;27;45;11;40;47;30;-15;-3;-2;11;11;14;21;24;25;26;27;28;30;32;37;40;40;43;44;45;46;47;49;54;64;69;71
27;43;43;9;38;21;19;20;8;29;45;41;41;41;24;48;71;54;44;62;38;45;64;45;42;55;33;9;14;5;52;58;38;32;32;22;5;9;14;22;24;29;32;32;33;38;38;41;41;41;42;44;45;45;45;48;52;54;55;58;62;64;71
9;41;36;44;18;28;43;17;29;45;12;34;44;6;22;66;53;53;82;42;50;72;43;63;79;50;55;80;53;55;56;22;33;52;37;54;6;12;22;22;33;34;37;42;43;44;45;50;50;52;53;53;53;54;55;55;56;63;66;72;79;80;82
44;4;33;24;47;26;5;25;18;66;83;60;44;51;46;13;51;10;-9;21;6;47;79;53;38;52;34;22;31;22;41;67;57;25;36;44;-9;6;10;13;21;22;22;25;31;34;36;38;41;44;44;46;47;51;51;52;53;57;60;66;67;79;83
14;0;16;15;40;13;7;11;12;21;34;7;17;14;17;11;36;7;-8;5;7;27;55;9;9;7;11;5;21;20;28;37;45;8;20;12;-8;5;5;7;7;7;7;8;9;9;11;11;12;14;17;17;20;20;21;21;27;28;34;36;37;45;55
29;22;37;0;31;45;6;27;21;28;53;68;29;44;44;22;44;60;17;43;42;35;58;80;34;53;47;1;16;4;17;46;41;41;54;51;1;4;16;17;17;22;28;29;34;35;41;41;42;43;44;44;44;46;47;51;53;53;54;58;60;68;80
19;26;18;20;21;2;11;1;13;34;35;7;24;19;17;41;44;19;36;11;28;29;21;16;15;14;18;30;4;19;30;9;27;1;-7;1;-7;1;1;4;7;9;11;14;15;16;17;18;19;19;19;21;24;27;28;29;30;30;34;35;36;41;44
21;2;11;11;45;48;8;10;36;18;48;50;10;16;53;0;37;37;1;2;21;17;52;40;19;13;39;5;7;32;52;55;69;49;44;64;0;1;2;5;7;10;13;16;17;18;19;21;32;37;37;39;40;44;48;49;50;52;52;53;55;64;69
46;5;43;32;32;47;44;32;25;78;63;74;77;75;60;27;22;40;40;29;28;55;57;83;75;56;58;56;57;42;76;45;45;80;74;72;22;27;28;29;40;40;42;45;45;55;56;56;57;57;58;60;63;72;74;74;75;75;76;77;78;80;83
9;34;32;1;40;3;30;45;1;2;30;12;23;36;-1;35;61;28;48;75;33;29;65;18;58;68;15;25;28;-6;70;82;36;15;30;-3;-6;-3;-1;2;12;15;15;18;23;25;28;28;29;30;30;33;35;36;36;48;58;61;65;68;70;75;82
4;39;16;24;38;6;40;10;33;14;22;-5;24;3;37;63;60;28;76;35;57;27;34;15;45;22;38;58;18;41;58;32;65;26;13;29;-5;3;13;14;15;18;22;22;24;26;27;28;29;32;34;35;37;38;41;45;57;58;58;60;63;65;76
13;1;14;42;6;47;28;29;15;43;4;47;23;25;20;32;2;39;13;28;14;42;0;59;29;31;26;60;65;56;15;31;3;74;60;56;0;2;3;4;13;14;15;20;23;25;26;28;29;31;31;32;39;42;43;47;56;56;59;60;60;65;74
40;48;9;15;6;29;24;38;15;41;31;56;54;68;48;61;38;62;52;80;58;12;-2;19;16;27;13;24;42;29;24;30;19;53;52;32;-2;12;13;16;19;19;24;24;27;29;30;31;32;38;41;42;48;52;52;53;54;56;58;61;62;68;80
44;14;27;10;31;14;1;34;36;43;74;53;34;77;67;22;34;13;10;30;41;33;46;35;14;59;58;9;29;40;12;46;51;2;28;43;2;9;10;12;13;14;22;28;29;30;33;34;34;35;40;41;43;43;46;46;51;53;58;59;67;74;77
0;19;21;37;33;18;27;8;36;19;13;12;26;-6;27;53;43;27;27;17;47;51;38;20;40;19;56;57;29;56;47;38;56;26;8;48;-6;8;12;13;17;19;19;20;26;26;27;27;27;29;38;38;40;43;47;47;48;51;53;56;56;56;57
19;8;36;43;45;28;30;47;8;51;57;31;44;61;20;48;37;28;20;51;2;61;78;52;49;68;26;64;76;44;73;81;43;58;56;18;2;18;20;20;26;28;31;37;43;44;44;48;49;51;51;52;56;57;58;61;61;64;68;73;76;78;81
34;24;35;40;39;47;21;26;37;73;60;70;40;43;59;63;56;53;34;31;53;73;70;63;54;60;55;56;56;58;58;45;61;60;57;77;31;34;40;43;45;53;53;54;55;56;56;56;57;58;58;59;60;60;60;61;63;63;70;70;73;73;77
11;15;32;15;10;19;19;39;45;13;21;16;21;46;39;21;19;30;24;51;44;40;27;36;50;67;60;29;41;60;9;45;41;34;40;52;9;13;16;19;21;21;21;24;27;29;30;34;36;39;40;40;41;41;44;45;46;50;51;52;60;60;67
14;11;13;27;24;6;18;8;20;30;35;7;13;12;14;37;28;13;29;0;31;21;21;11;24;17;13;32;34;44;30;24;32;11;4;8;0;4;7;8;11;11;12;13;13;13;14;17;21;21;24;24;28;29;30;30;31;32;32;34;35;37;44
8;17;36;40;49;48;47;46;6;45;44;43;45;49;14;57;56;53;50;43;19;73;75;82;76;64;37;76;73;42;96;75;52;94;84;43;14;19;37;42;43;43;43;44;45;45;49;50;52;53;56;57;64;73;73;75;75;76;76;82;84;94;96
12;44;24;2;24;19;45;5;10;-6;19;13;56;0;14;46;58;58;83;29;50;17;43;37;55;18;17;35;1;-7;56;25;26;58;23;14;-7;-6;0;1;13;14;14;17;17;18;19;23;25;26;29;35;37;43;46;50;55;56;56;58;58;58;83
49;20;44;2;26;13;10;2;23;41;68;47;45;40;60;7;43;15;26;18;40;27;52;41;42;43;64;9;3;15;30;26;38;5;9;26;3;5;7;9;9;15;15;18;26;26;26;27;30;38;40;40;41;41;42;43;43;45;47;52;60;64;68
14;36;7;11;32;34;5;29;44;23;34;48;8;39;55;42;56;51;32;50;66;16;22;26;3;19;42;6;32;54;35;44;69;37;46;75;3;6;8;16;19;22;23;26;32;32;34;35;37;39;42;42;44;46;48;50;51;54;55;56;66;69;75
2;48;45;22;16;15;35;43;5;6;5;6;25;25;6;56;47;45;64;79;33;51;56;43;64;72;42;40;48;27;51;42;5;33;49;2;2;5;5;6;6;6;25;25;27;33;33;40;42;42;43;45;47;48;49;51;51;56;56;64;64;72;79
23;20;43;41;32;2;47;24;42;64;37;20;52;31;64;45;50;5;59;42;54;77;65;30;78;65;71;73;61;66;79;39;69;49;17;32;5;17;20;30;31;32;37;39;42;45;49;50;52;54;59;61;64;64;65;65;66;69;71;73;77;78;79
42;8;6;25;15;5;42;19;16;66;45;28;71;46;50;13;3;5;43;15;12;30;3;2;41;25;21;47;44;31;45;32;22;45;20;20;2;3;3;5;12;13;15;20;20;21;22;25;28;30;31;32;41;43;44;45;45;45;46;47;50;66;71
42;26;35;31;28;0;42;1;18;60;60;32;77;43;45;39;45;14;57;11;25;46;58;17;74;24;53;59;25;41;62;27;40;30;-12;11;-12;11;11;14;17;24;25;25;27;30;32;39;40;41;43;45;45;46;53;57;58;59;60;60;62;74;77
28;33;1;19;7;32;2;26;47;30;31;55;27;52;58;50;27;57;16;42;63;7;3;30;-11;19;41;7;35;65;-8;18;44;16;48;76;-11;-8;3;7;7;16;16;18;19;27;27;30;30;31;35;41;42;44;48;50;52;55;57;58;63;65;76
47;31;15;22;12;33;44;34;45;50;43;66;81;63;88;47;29;59;60;55;76;23;9;35;56;43;41;55;40;52;37;28;57;62;66;61;9;23;28;29;35;37;40;41;43;43;47;50;52;55;55;56;57;59;60;61;62;63;66;66;76;81;88
44;16;4;10;32;42;23;46;21;51;63;69;57;82;46;24;41;53;39;57;30;-5;24;40;26;39;24;31;54;13;45;74;53;53;88;59;-5;13;24;24;24;26;30;31;39;39;40;41;45;46;51;53;53;53;54;57;57;59;63;69;74;82;88
5;11;3;29;14;33;43;25;1;25;19;21;42;29;-7;24;20;39;47;24;5;17;-2;36;26;19;0;72;37;19;57;19;-5;59;47;29;-7;-5;-2;0;5;17;19;19;19;19;20;21;24;24;25;26;29;29;36;37;39;42;47;47;57;59;72
44;36;46;37;5;38;19;9;42;79;29;71;53;36;74;66;32;69;53;28;63;66;51;68;50;43;81;53;43;78;19;10;31;57;29;60;10;19;28;29;29;31;32;36;43;43;50;51;53;53;53;57;60;63;66;66;68;69;71;74;78;79;81
40;33;38;23;33;5;8;28;46;48;62;38;30;48;77;45;60;35;35;47;78;60;65;36;39;61;72;24;50;55;22;48;78;-5;18;51;-5;18;22;24;30;35;35;36;38;39;45;47;48;48;48;50;51;55;60;60;61;62;65;72;77;78;78
32;46;39;23;38;22;35;27;15;45;51;34;50;54;33;56;81;56;74;61;41;52;67;55;67;63;52;38;33;31;56;53;44;39;41;36;31;33;33;34;36;38;39;41;41;44;45;50;51;52;52;53;54;55;56;56;56;61;63;67;67;74;81
39;4;13;0;34;8;18;44;41;25;54;46;52;81;66;-8;34;0;14;45;36;-3;28;5;14;47;44;11;44;38;36;73;62;15;46;35;-8;-3;0;5;11;14;14;15;25;28;34;35;36;36;38;44;44;45;46;46;47;52;54;62;66;73;81
49;28;24;38;15;23;8;15;43;83;50;72;49;49;81;53;41;34;35;25;70;50;38;29;18;30;64;35;34;77;16;21;55;25;23;50;16;18;21;23;25;25;29;30;34;34;35;35;38;41;49;49;50;50;50;53;55;64;70;72;77;81;83
14;44;48;37;29;20;2;39;10;40;42;24;6;42;17;75;60;47;31;73;42;73;59;55;32;80;54;28;73;41;31;55;25;9;57;29;6;9;17;24;25;28;29;31;31;32;40;41;42;42;42;47;54;55;55;57;59;60;73;73;73;75;80
47;32;37;13;6;42;32;34;18;60;48;72;77;65;51;34;37;57;59;58;36;49;33;60;64;61;35;39;33;15;24;30;14;72;72;54;14;15;24;30;33;33;34;35;36;37;39;48;49;51;54;57;58;59;60;60;61;64;65;72;72;72;77
19;11;29;25;29;7;41;10;36;44;44;22;57;11;39;24;38;7;52;11;42;37;40;34;56;19;47;61;17;60;69;19;46;40;17;43;7;11;11;17;17;19;19;22;24;34;37;38;39;40;40;42;43;44;44;46;47;52;56;57;60;61;69
1;38;36;33;17;15;39;0;1;17;3;-3;38;0;-16;66;38;47;70;25;31;59;52;32;60;20;24;69;27;22;37;17;2;36;-2;1;-16;-3;-2;0;1;2;3;17;17;20;22;24;25;27;31;32;36;37;38;38;47;52;59;60;66;69;70
18;42;43;14;12;39;22;4;24;15;28;44;31;19;22;36;41;66;61;45;55;51;37;77;55;41;48;19;5;32;14;15;34;42;34;49;5;14;15;15;19;19;22;28;31;32;34;34;36;37;41;41;42;44;45;48;49;51;55;55;61;66;77
38;28;22;26;38;41;13;49;9;52;71;66;44;81;41;36;57;52;28;77;20;38;50;53;15;61;23;36;69;32;51;85;46;49;81;37;15;20;23;28;32;36;36;37;38;41;44;46;49;50;51;52;52;53;57;61;66;69;71;77;81;81;85
14;38;30;30;18;6;13;22;27;39;20;14;25;19;37;50;52;40;34;47;65;52;32;19;37;47;47;38;41;41;14;34;32;17;26;24;14;14;17;19;19;20;24;25;26;32;32;34;34;37;37;38;39;40;41;41;47;47;47;50;52;52;65
21;10;0;33;28;39;42;2;6;42;46;52;51;17;12;29;20;39;45;7;10;31;22;32;37;-4;6;66;34;29;67;16;25;65;33;25;-4;6;7;10;12;16;17;20;22;25;25;29;29;31;32;33;34;37;39;42;45;46;51;52;65;66;67
31;47;5;26;10;16;0;25;25;39;35;45;22;39;36;64;45;46;37;59;57;17;15;10;-11;25;26;20;37;33;4;33;34;16;38;28;-11;4;10;15;16;17;20;22;25;26;28;33;33;34;35;36;37;37;38;39;39;45;45;46;57;59;64
2;14;3;45;35;17;1;7;36;30;21;10;1;-2;37;51;39;25;-2;6;33;44;21;19;2;6;33;41;42;62;29;27;64;2;15;42;-2;-2;1;2;2;6;6;10;15;19;21;21;25;27;29;30;33;33;37;39;41;42;42;44;51;62;64
3;9;14;6;40;27;13;43;38;-4;36;23;1;37;28;-2;48;16;3;50;31;10;35;31;12;49;32;1;30;42;46;77;72;21;68;56;-4;-2;1;1;3;10;12;16;21;23;28;30;31;31;32;35;36;37;42;46;48;49;50;56;68;72;77
3;4;0;42;6;46;23;14;38;42;-4;35;26;7;29;26;10;32;24;2;28;22;-3;27;16;-5;31;50;51;78;20;12;24;55;53;82;-5;-4;-3;2;7;10;12;16;20;22;24;24;26;26;27;28;29;31;32;35;42;50;51;53;55;78;82
42;3;1;8;1;12;6;0;27;49;42;54;44;24;60;3;-15;15;-7;3;20;-1;-17;0;-9;-3;24;-6;-4;32;-2;-5;10;6;2;23;-17;-15;-9;-7;-6;-5;-4;-3;-2;-1;0;2;3;3;6;10;15;20;23;24;24;32;42;44;49;54;60
9;7;44;24;35;35;17;31;49;24;26;30;16;36;44;17;42;22;4;20;37;49;76;62;60;66;91;31;42;68;40;66;82;39;55;77;4;16;17;20;22;24;26;30;31;36;37;39;40;42;42;44;49;55;60;62;66;66;68;76;77;82;91
49;2;42;47;49;16;28;5;45;79;92;63;59;47;86;30;37;6;25;-13;44;71;86;47;55;32;80;56;34;72;77;42;74;44;3;60;-13;3;6;25;30;32;34;37;42;44;44;47;47;55;56;59;60;63;71;72;74;77;79;80;86;86;92
19;28;24;46;2;9;25;49;18;60;16;28;40;51;32;73;20;19;47;69;46;55;16;20;41;64;33;71;76;52;11;48;13;28;44;18;11;13;16;16;18;19;20;20;28;28;32;33;40;41;44;46;47;48;51;52;55;60;64;69;71;73;76
42;16;44;31;2;10;24;26;26;57;28;50;54;59;62;46;2;24;33;40;22;60;43;38;58;66;63;35;41;49;19;27;26;24;19;19;2;19;19;19;22;24;24;26;27;28;33;35;38;40;41;43;46;49;50;54;57;58;59;60;62;63;66
49;8;18;41;0;44;47;19;19;81;34;85;76;51;55;42;-4;40;42;22;13;39;13;48;62;28;29;77;60;56;40;7;19;82;52;45;-4;7;13;13;19;22;28;29;34;39;40;40;42;42;45;48;51;52;55;56;60;62;76;77;81;82;85
15;40;17;5;29;15;21;33;0;8;36;22;20;39;10;28;63;53;54;57;27;20;27;27;22;41;9;16;22;2;38;53;14;34;40;11;2;8;9;10;11;14;16;20;20;22;22;22;27;27;27;28;34;36;38;39;40;41;53;53;54;57;63
12;2;31;8;38;17;33;7;29;14;36;11;34;8;29;8;36;-1;28;4;23;38;62;45;44;24;43;41;9;32;70;30;48;37;11;35;-1;4;8;8;9;11;11;14;23;24;28;29;30;32;34;35;36;36;37;38;41;43;44;45;48;62;70
12;13;37;35;17;40;49;46;42;27;10;33;47;54;41;45;30;36;42;54;38;56;52;70;73;68;63;74;61;57;64;45;46;71;70;77;10;27;30;33;36;38;41;42;45;45;46;47;52;54;54;56;57;61;63;64;68;70;70;71;73;74;77
27;11;3;42;23;26;26;24;30;52;31;51;33;42;39;37;14;24;28;26;21;29;23;17;23;20;16;68;56;54;42;31;40;32;45;54;14;16;17;20;21;23;23;24;26;28;29;31;31;32;33;37;39;40;42;42;45;51;52;54;54;56;68
43;34;6;30;12;19;32;27;39;65;55;59;56;68;73;50;34;53;50;45;53;30;4;14;38;29;28;54;50;59;41;31;50;40;26;44;4;14;26;28;29;30;31;34;38;40;41;44;45;50;50;50;50;53;53;54;55;56;59;59;65;68;73
4;37;27;6;18;38;45;42;4;-2;3;38;39;42;-2;37;44;68;74;69;39;26;45;45;57;54;22;31;36;-9;44;51;19;76;69;29;-9;-2;-2;3;19;22;26;29;31;36;37;38;39;39;42;44;44;45;45;51;54;57;68;69;69;74;76
11;49;3;40;25;47;44;24;30;32;20;41;52;28;40;72;58;77;86;67;62;28;21;50;43;26;29;80;59;59;63;32;37;74;66;65;20;21;26;28;28;29;32;32;37;40;41;43;50;52;58;59;59;62;63;65;66;67;72;74;77;80;86
3;38;7;3;36;14;34;23;23;-6;27;13;36;13;18;33;58;47;70;56;59;-7;43;4;31;28;25;28;12;14;51;57;52;44;35;33;-7;-6;4;12;13;13;14;18;25;27;28;28;31;33;33;35;36;43;44;47;51;52;56;57;58;59;70
12;40;16;11;48;41;24;26;16;14;57;45;32;22;23;43;73;77;62;58;53;18;61;37;36;27;23;15;30;12;61;66;47;49;66;48;12;14;15;18;22;23;23;27;30;32;36;37;43;45;47;48;49;53;57;58;61;61;62;66;66;73;77
49;34;45;6;29;22;42;48;14;39;68;70;88;90;56;33;50;39;64;68;47;46;67;47;78;73;43;31;51;19;67;61;36;45;51;25;19;25;31;33;36;39;39;43;45;46;47;47;50;51;51;56;61;64;67;67;68;68;70;73;78;88;90
15;39;41;9;3;48;38;10;45;24;16;55;36;22;53;46;39;76;58;36;78;34;41;82;69;43;73;42;0;46;36;10;35;85;39;90;0;10;16;22;24;34;35;36;36;36;39;39;41;42;43;46;46;53;55;58;69;73;76;78;82;85;90
30;27;48;32;30;49;47;23;49;56;55;79;74;37;71;44;38;61;60;39;65;77;76;90;76;58;87;68;54;63;74;43;65;87;60;88;37;38;39;43;44;54;55;56;58;60;60;61;63;65;65;68;71;74;74;76;76;77;79;87;87;88;90
2;49;22;33;19;22;31;36;8;16;9;8;13;36;-2;79;59;56;65;84;47;38;30;37;45;46;27;53;66;40;46;38;24;33;45;13;-2;8;9;13;13;16;24;27;30;33;36;37;38;38;40;45;45;46;46;47;53;56;59;65;66;79;84
25;12;16;39;38;9;21;0;14;62;52;27;33;5;35;48;43;19;13;1;22;51;44;12;17;-1;14;41;24;33;44;36;43;21;-6;4;-6;-1;1;4;5;12;13;14;17;19;21;22;24;27;33;33;35;36;41;43;43;44;44;48;51;52;62
