q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
42;49;0;6;-8;-20;-8;-11
25;44;25;49;-15;-16;-14;-1
16;33;36;36;-1;-5;-12;-10
17;22;39;1;-12;-8;-19;-6
22;42;3;37;-15;-14;-4;-11
46;46;1;15;-20;-8;-2;-8
16;43;28;19;-12;-2;-6;-1
47;38;8;27;0;-3;-15;-1
31;30;1;39;-11;-14;-6;-6
8;34;24;44;-4;-20;-11;-16
46;2;3;47;-16;-7;-17;-7
35;25;21;49;-9;-7;-17;-7
10;17;24;21;-11;-6;-1;-12
16;42;0;49;-14;-12;-17;-3
37;5;40;20;-10;-8;-3;-13
5;35;49;40;-4;-19;-10;-14
49;11;38;49;-19;-4;-7;-17
8;33;1;18;-20;-15;-1;-9
34;21;22;42;-13;-12;-16;-17
1;17;49;30;-15;-9;-3;-20
5;9;31;35;-3;-7;-9;0
2;15;21;0;-16;-7;-3;-18
44;24;20;35;0;-10;-16;-1
36;11;0;23;-1;-13;-15;-5
17;6;24;25;-20;-16;-12;-9
40;29;0;33;-14;-16;-19;-6
15;16;47;42;-15;-2;-14;-15
20;40;43;16;-15;0;-3;-14
18;28;34;40;-20;0;-15;-5
37;22;45;15;-19;-18;-2;-15
6;22;18;30;-4;-11;-1;-13
14;45;6;46;-7;-11;-5;-15
45;20;5;38;-5;-11;-2;-19
47;14;7;9;-15;-19;-17;-3
36;14;49;18;-9;-16;-2;-20
8;49;28;11;-11;-14;-17;0
2;38;36;10;0;-2;-7;-19
44;25;23;47;-19;-17;-19;-14
32;24;25;26;-1;-7;-15;0
42;8;27;46;-17;-4;-16;0
34;27;29;45;-14;-2;-14;-13
4;49;41;35;-13;-10;-6;-7
34;49;34;42;-12;-9;-7;-7
2;41;20;43;-4;-10;-3;-7
8;45;23;5;-18;-12;-7;-9
29;42;3;40;-19;-3;-11;-20
3;49;33;35;0;-9;-15;-12
33;17;20;8;-19;-2;-10;-13
26;11;43;25;-6;-8;-6;-11
23;38;36;12;-9;-11;-7;-18
22;0;40;36;-2;-18;-4;-14
14;14;16;5;-7;-1;-1;-6
17;1;19;36;-20;-9;-2;-4
45;1;22;41;-17;-6;-4;0
42;8;29;48;-11;-12;-19;-18
34;4;20;3;-16;-9;-12;-13
11;30;2;33;-8;-5;-2;-6
24;40;25;43;-15;-2;-8;-18
46;18;35;44;-3;-9;-11;-14
10;20;38;2;-17;-3;-6;-9
15;38;9;48;-17;-5;-15;-1
19;29;7;8;-5;-17;-17;-4
15;13;15;24;-7;-20;-3;-5
3;22;25;32;-7;-20;-9;-1
29;14;16;5;-14;-11;-12;-10
7;24;27;21;-13;-12;-11;-12
7;0;3;19;-18;-8;-9;0
45;26;13;6;-3;-20;-12;-16
21;9;35;18;-15;-9;-4;-19
6;12;24;9;-18;-14;-7;-6
6;4;4;44;-19;-13;-5;-18
43;7;43;12;-2;-12;-8;-19
38;39;25;46;-18;-3;-10;-12
0;28;10;41;-14;-19;-5;-4
29;21;46;12;-6;-4;0;-1
40;18;31;36;-6;-2;-13;-6
35;5;2;32;-2;0;-8;-8
41;41;28;7;-14;-13;-16;-10
12;23;8;44;-8;-9;-17;-17
34;42;6;38;-7;-14;-12;-3
48;44;37;1;0;-6;-4;-14
1;9;30;4;-19;0;0;-6
32;17;5;24;-2;-16;-7;-3
35;5;13;22;-8;-17;-19;-20
49;29;47;23;-3;-11;-19;-3
33;45;0;20;-11;-11;-18;-4
39;1;33;34;-18;-13;-8;-17
11;13;7;14;-11;-2;-20;-18
22;32;23;22;-11;-13;-9;-19
23;8;13;22;-17;-2;-8;-14
16;26;16;48;-13;-16;-17;-16
31;29;21;40;-7;-2;-3;-6
16;22;49;11;-14;-16;-13;-7
25;33;7;18;-9;-16;-17;-8
45;44;33;47;-20;-9;-16;-19
6;19;3;28;-3;-8;-15;-1
2;21;39;34;-18;-14;-12;-14
5;17;28;15;-16;-2;0;-18
3;12;17;44;-20;-5;-5;-13
37;31;9;35;-11;-1;-1;-20
25;0;22;25;-10;-12;-16;-8
2;26;41;8;-20;-2;-6;-6
41;34;29;13;-3;-9;-5;-5
22;14;17;4;-9;-20;-12;-2
21;47;7;4;-15;-8;-4;-6
6;16;44;34;-16;-5;-12;-9
42;37;17;34;-4;0;-8;-19
42;2;42;0;-10;-4;-1;0
8;49;36;12;-4;-20;-16;0
14;26;43;44;-7;-15;-19;-7
15;7;42;40;-2;-5;-3;-4
33;34;21;2;-8;-5;-7;-1
48;39;44;39;-1;-13;-4;-11
11;27;32;42;-19;-2;-7;-3
9;44;27;2;-11;0;-9;-20
8;49;1;34;-3;-14;-4;-3
15;33;13;40;-3;-1;-11;-16
46;1;23;1;-10;-7;-3;-18
17;48;32;1;-14;-14;-16;-18
16;45;8;36;0;-4;-19;-11
0;13;9;40;-6;-7;-20;-7
24;15;8;32;-8;-10;-6;-6
32;35;4;0;-11;-4;-6;-11
16;26;13;39;0;-18;-5;-5
12;27;39;19;-6;-18;-9;-8
40;37;10;3;-13;-12;-2;0
11;14;31;42;-13;-11;-8;-5
45;0;34;37;-17;-16;-13;-8
31;13;11;23;-1;-10;-7;-9
15;22;49;46;-18;-2;-16;-17
32;16;28;4;-16;-12;-4;-20
1;31;10;23;-3;-15;-18;-13
9;9;42;7;-12;-8;-8;-1
3;22;2;30;-5;-2;-20;-7
25;28;37;7;-2;-17;-8;-3
21;5;10;45;-12;-5;-18;-5
33;42;26;13;-9;-15;-11;-19
44;34;40;16;-12;-7;-4;-3
3;2;9;22;-7;-3;-13;-1
41;38;2;48;0;-14;-3;-3
36;0;41;25;-17;-5;-19;-2
27;26;44;2;-6;-17;-16;-18
28;23;36;22;0;-14;-19;-11
36;33;41;9;-9;-11;-17;-11
34;8;44;16;-3;-19;-16;-18
38;45;27;7;-10;-20;-3;-13
13;15;12;23;-3;-5;-12;-5
0;30;3;38;-15;0;-20;0
35;10;14;27;-12;-1;0;-13
45;25;42;25;-7;-12;-11;-10
41;2;24;27;-5;-12;-11;-10
48;13;24;13;-6;-3;-14;-15
17;29;36;40;-14;-15;-2;-15
27;22;43;34;-6;-14;-17;-17
0;22;41;30;-3;-7;-10;-9
46;38;39;41;-4;-8;-13;-17
6;40;27;28;-2;-19;-10;-18
11;18;42;9;-2;-3;-18;-7
4;43;12;23;-3;-6;-12;-10
6;27;15;2;-13;-11;-16;-8
3;48;45;3;-8;-13;0;0
27;7;19;5;-5;-18;-19;-2
14;5;2;13;-6;-1;-1;-4
11;48;1;39;-20;-13;-12;-18
24;20;45;34;-9;-17;-4;-6
0;5;35;47;-12;0;-1;-14
11;43;15;39;-3;-1;-1;-18
38;4;5;17;-10;-12;-9;-1
23;42;44;15;-16;-1;-16;-9
15;33;20;29;-8;-13;-18;-13
23;43;31;12;-8;-19;-11;-13
13;2;39;44;-6;-3;-16;-11
19;37;37;17;-4;-12;-10;-3
19;20;10;16;-14;-6;-7;-14
28;30;29;12;-2;0;-2;-14
25;8;40;24;-10;-11;-14;-11
12;48;10;3;-12;-20;-5;-20
12;47;21;39;-2;0;-17;-6
31;40;12;25;-11;-14;-15;-15
48;9;1;22;-8;-19;-8;-19
37;28;18;41;-7;-12;-16;0
16;14;8;17;-6;-6;-20;-13
0;23;38;21;-2;-4;-6;-16
46;32;27;4;-12;-11;-16;-8
0;46;8;36;-16;-17;-1;-10
25;37;17;24;-18;-10;-7;-13
33;28;43;28;0;-15;-5;-18
11;8;0;19;-13;-7;-3;-20
16;12;44;41;-19;-16;-17;-6
7;4;24;48;-3;-9;-13;-20
38;22;35;9;-20;-2;-16;-12
48;47;7;31;-13;-4;0;-20
6;46;21;19;-13;-10;-2;-3
49;45;27;33;-17;-6;0;-3
40;42;13;31;-16;-17;-13;-3
17;34;19;15;-3;-18;-9;-7
39;11;27;2;-14;-14;-11;-18
19;10;49;48;-12;-16;-2;-9
18;40;9;3;-16;-10;-17;-15
41;5;9;13;-6;-18;-6;-13
25;48;25;4;-16;-19;-19;-18
33;3;41;36;-16;-13;-11;-13
31;32;9;14;-9;-12;-14;-20
39;35;28;1;-7;-5;-10;-19
49;21;6;33;-15;-4;-7;-7
22;12;30;10;-14;-7;0;-20
14;43;0;25;-9;-8;-16;-7
3;49;39;26;-6;-20;-2;-7
33;16;31;39;-3;-16;-15;-5
38;20;43;27;-12;-5;-13;-18
13;5;5;43;-8;-4;-7;-1
17;2;3;15;-9;-3;-16;-3
10;38;8;16;-1;-16;-10;-17
41;23;38;43;-18;-14;-8;-7
13;29;46;26;-18;-10;0;-1
10;22;42;33;-7;-8;-11;-1
13;0;11;13;-2;-8;-20;0
44;17;17;39;0;-2;-2;-18
45;38;16;40;-14;-9;-16;-16
32;4;31;12;-13;-13;-8;-18
43;33;5;11;-10;0;-18;-16
47;0;9;23;-9;-19;-9;-15
32;22;19;35;-10;-17;-13;-2
14;18;46;25;-10;-18;-9;-15
19;27;35;33;-12;-5;-6;-20
49;18;36;44;-10;-1;-5;-7
20;0;16;9;-5;-1;-17;-13
20;48;7;48;-11;-20;-9;-19
38;26;44;20;-8;-10;-9;-11
13;45;36;14;-9;-15;-20;-4
32;25;17;3;-19;-8;-13;-1
45;33;3;29;-15;-18;-5;-8
30;41;47;45;-9;-6;-11;-5
45;23;25;46;-14;0;-7;-3
25;18;5;24;-10;-13;-1;-11
33;5;30;35;-1;-11;-7;-13
19;27;14;39;-10;-13;0;-7
34;48;34;20;-11;-9;-8;-2
40;49;21;9;-2;-4;-1;-16
9;17;3;36;-10;-10;-15;-2
27;7;0;3;-18;-10;-6;-16
6;3;6;34;-13;-1;-5;-3
1;45;49;14;-9;-7;-6;-9
4;47;49;4;-6;-12;0;-14
25;27;6;16;-20;-12;-7;-6
4;17;17;5;-2;-16;-3;0
7;31;36;12;-20;0;-1;-13
7;8;28;3;-15;-4;-5;-14
18;39;0;9;-2;-17;-13;-10
9;20;6;29;-3;-1;-8;-7
5;17;16;29;-8;-8;-3;-1
35;27;41;35;-7;-1;0;-1
40;22;13;19;-13;-3;-16;-12
40;43;20;27;-19;-1;-2;-13
8;47;16;46;-5;-18;-14;-15
18;26;44;23;-7;-5;-1;0
34;23;27;18;-9;-20;-20;0
14;47;42;32;-12;-9;-7;-12
30;27;7;31;-4;-10;-9;-2
30;18;18;1;-7;-3;-3;-10
36;48;10;27;-18;-12;-5;0
43;9;38;37;-19;-1;-12;-19
24;35;9;29;-4;-3;-12;-1
10;16;32;42;0;0;-6;0
45;18;42;11;-19;-15;-9;-6
42;40;2;22;-5;-11;-14;-19
36;48;10;33;-2;-3;-9;-8
22;8;18;28;-8;-3;-20;-6
5;37;39;14;-8;-18;-18;-16
17;13;18;4;-4;-19;-11;-1
46;11;29;30;-11;-13;-11;-14
26;7;46;26;-11;-13;-2;-11
15;13;23;43;-9;-14;-5;0
4;38;28;46;-14;-7;-16;-1
37;21;35;9;-20;-1;-18;-7
4;29;36;22;-20;-14;-12;-20
25;7;0;39;-15;-10;-16;-2
4;40;10;30;-5;-17;-10;-18
6;6;15;43;-8;-10;-19;-16
0;12;7;2;-2;-14;-5;-8
29;19;3;21;-11;-13;-19;-18
35;7;28;23;-5;0;-13;-11
12;10;33;9;-2;-16;-8;-16
1;28;3;26;-13;-13;-8;0
39;40;1;12;0;-5;-5;-18
30;0;15;17;0;0;-10;-3
37;11;28;37;-12;-15;-10;-9
9;5;7;48;-3;-20;0;-5
9;2;1;3;-15;-2;-15;-12
11;43;35;42;-4;-11;-20;-17
9;3;44;49;-9;-8;-12;-15
10;28;13;22;-18;0;-12;-12
32;13;3;11;-13;-19;-9;-7
19;38;42;43;-6;-9;-9;-19
1;21;11;23;-14;-20;-3;-12
1;46;49;20;-13;-17;-16;-2
46;37;1;32;-7;-14;-15;-10
37;21;44;14;-8;-7;-17;-17
14;18;43;14;0;-11;-18;-8
9;16;36;6;-11;-3;-2;-1
35;3;23;34;-5;-1;-8;0
36;1;40;7;-3;-3;-9;-5
0;12;21;47;-9;-15;-3;0
7;45;4;2;-3;-14;-9;-4
7;2;28;3;-15;-18;-10;0
28;39;6;35;-3;-9;-17;-5
23;13;16;28;-20;0;-17;-8
3;28;22;41;-7;-17;-14;-19
48;27;29;40;-6;-13;-15;-7
14;28;8;30;-16;-13;-15;-12
35;5;40;23;-16;-20;-12;-2
22;22;12;14;-13;-13;-13;-3
19;36;5;34;0;-8;-9;-19
30;0;44;37;-4;-7;-2;-1
1;6;39;11;0;-5;-8;-13
47;42;32;34;-20;-7;-18;-11
46;23;30;7;-11;-1;-2;-7
18;18;27;19;-13;-16;-2;-12
28;17;39;1;-16;-8;-6;-18
47;32;33;0;-6;-18;-13;-10
46;10;46;3;0;-1;-7;-3
17;3;24;36;-13;-14;-4;-15
47;17;47;44;-2;-14;-7;-3
26;31;34;24;-6;-1;-14;-2
11;12;28;1;-14;-6;-19;-13
17;4;30;27;-13;-8;-12;-7
25;45;12;35;-12;-5;-9;-8
13;10;19;44;-3;-6;-16;-18
48;18;31;16;-6;-4;-7;-15
30;43;14;35;-14;-13;-7;-14
24;28;41;6;-1;-19;-4;-10
44;36;0;21;-17;-2;-20;-7
3;47;21;37;-8;-5;-18;-19
8;9;5;4;-15;-4;-12;-2
37;34;28;42;-4;-9;-14;-16
12;47;18;40;-17;-16;-18;-20
3;43;39;49;0;-15;-5;-10
30;15;15;30;-14;-8;-11;-6
22;12;5;22;-19;-17;-6;-2
12;47;40;48;-6;-5;-8;-9
45;30;24;23;-5;-4;-17;-7
12;6;18;40;0;-19;-9;-3
39;10;44;35;-13;-10;-14;-8
9;40;44;17;-16;-15;-19;-7
46;20;33;21;-1;-9;-10;-10
43;42;32;38;-8;-7;0;-10
13;27;8;12;-20;-10;-18;-3
12;16;17;44;-5;-13;-15;-5
21;9;32;5;-19;-2;-8;-17
21;48;13;27;-11;-13;-15;-9
7;35;7;19;-11;-16;-5;0
3;28;41;17;-4;-17;-17;-15
20;47;13;42;-2;-2;-8;-10
16;45;27;34;-8;0;-12;-20
34;46;15;44;-8;-11;-4;-2
21;28;30;34;-13;-13;-2;-3
12;48;40;24;-5;-19;-2;-15
46;20;12;39;-9;-14;-16;-12
13;45;25;36;-19;-6;-6;-19
18;49;30;13;-4;-18;-9;-4
41;6;8;46;-19;-17;-5;-1
27;40;2;1;-7;-4;-7;-11
4;7;18;18;-13;-1;-16;-14
43;41;35;16;-16;-20;-3;-10
32;31;26;48;-10;-20;-18;-2
7;45;31;16;0;-17;-15;-11
17;38;37;46;-1;-11;-17;-19
19;21;21;5;-10;-20;-2;-7
15;48;28;15;-1;-7;-16;-7
8;31;32;21;-19;-6;-8;-7
35;8;14;26;-14;-15;-10;-17
18;14;26;8;-14;-4;0;-11
15;45;36;5;-15;-11;-8;-7
28;17;48;44;-19;-2;-20;-6
3;9;13;28;-8;0;-8;-10
10;18;33;35;-20;-13;-12;-9
39;33;25;9;-18;-5;-5;-14
44;38;5;34;-11;-12;-5;-12
46;43;29;24;-17;-2;-8;-12
42;6;10;33;-19;-17;0;-7
39;40;16;43;-17;-3;-16;-1
6;7;32;40;-17;-9;-17;-18
2;3;46;9;-10;-20;-4;-14
16;16;42;17;-11;-3;-2;-10
8;47;31;10;-13;-15;-16;-5
17;13;35;14;-5;-11;-3;-9
40;6;13;44;-20;-16;-16;-12
35;15;40;49;-16;-10;-17;-18
40;13;0;10;-16;-9;-4;-12
2;4;26;6;-18;-13;-12;-17
20;31;35;39;0;-10;-16;-3
10;47;11;40;-11;-15;-12;-16
22;8;26;38;-19;-13;-5;-2
17;44;17;37;-7;-16;0;-20
44;47;9;5;-11;-5;-11;-15
45;24;25;41;-8;-5;-16;-20
19;15;44;5;-2;0;-1;-10
23;30;49;41;-15;-6;-18;-14
30;6;28;17;-20;-13;-11;-4
43;11;21;21;-12;-6;-12;-6
12;16;0;33;-9;-8;-11;-18
48;11;47;37;-15;-11;-18;0
48;22;47;37;-15;-6;-18;-1
47;42;35;48;-11;-16;-3;-13
29;20;5;12;-17;-19;-3;-19
42;13;31;43;-16;-10;-16;-18
45;33;29;16;-8;-12;-1;-8
44;4;13;30;-6;-18;-11;-20
17;30;22;38;-19;-13;-1;-4
48;44;35;42;-3;-12;-1;-7
8;9;43;44;-14;-14;-2;-19
41;6;1;33;-1;-9;-10;-15
49;14;15;33;-4;-3;0;-19
10;2;44;44;-8;-17;-20;-16
21;9;13;4;-4;-5;-2;-2
5;22;39;19;-9;-5;-1;-19
12;44;45;18;-20;-17;-6;-19
35;49;16;26;-14;-1;-4;-11
20;6;26;40;-16;-17;-6;-13
42;25;30;12;-9;-2;-1;-20
1;27;39;19;-11;-18;-18;-18
2;4;43;12;-8;-15;-19;-17
35;4;25;29;-8;-19;-20;-4
39;20;41;19;-3;-8;-7;-18
18;20;47;33;-9;-14;-15;-13
4;29;18;4;-2;-19;-6;-9
26;39;49;9;-12;-16;-19;-18
31;11;37;35;-7;-10;-19;-8
8;21;36;48;-14;-18;-11;0
7;30;2;36;-2;-1;-13;-12
26;8;26;19;-9;-12;-17;-20
27;0;0;33;-2;-17;-11;-12
8;49;15;16;0;-9;-6;-18
43;47;11;35;-18;-14;-19;-18
8;4;35;43;-10;-17;-9;-13
12;45;25;29;-7;-19;-4;-14
2;41;23;19;-17;-4;-17;-18
10;20;23;35;-11;-14;-14;-19
8;38;37;2;-4;-19;-18;-6
9;6;30;35;-18;-15;-17;-16
44;42;6;30;-18;-3;-17;-5
18;43;30;21;-14;-12;-20;-19
47;11;6;45;-10;-3;0;-2
34;17;6;45;-20;-16;-3;-6
7;31;17;7;-4;-9;-3;-19
37;21;15;40;0;-8;-15;-18
26;0;20;3;-20;-14;-1;-9
1;16;1;30;0;-16;-8;-17
47;17;31;20;-4;-19;-2;0
41;46;43;42;-20;-3;-15;-2
30;3;4;45;-8;-12;-2;-17
20;0;7;45;-3;-12;-5;-14
29;23;26;34;-7;-15;-6;-17
0;32;21;45;-3;-13;-2;-19
27;46;28;14;-16;-10;-16;-1
24;36;25;44;-8;-17;-17;-1
45;27;5;2;0;-17;0;-9
29;18;19;27;-13;-13;-20;0
46;15;8;37;-9;-15;-10;-3
30;41;6;26;-5;-3;-2;-14
29;19;0;14;-11;-17;-19;-18
26;4;45;26;-18;-15;-2;-20
22;45;6;15;-8;-7;0;-17
29;21;26;40;-17;-2;-8;-5
14;37;16;7;-5;-20;-15;-4
1;32;23;24;-19;-17;-15;-7
17;28;42;6;-12;-12;-16;-9
0;33;3;35;-16;0;-1;-10
34;11;31;29;-8;-9;-20;-3
23;19;41;4;-4;-3;-1;-11
46;34;20;4;-2;-1;-3;-9
43;46;49;27;-10;-4;-1;-13
49;35;39;32;-7;-16;-6;-13
46;1;30;29;-15;-6;-2;-9
46;16;38;34;-4;-7;-19;-9
22;44;20;42;-4;0;-17;-1
2;47;25;8;-17;-4;-8;-7
3;29;46;38;-1;-16;-19;-20
27;36;10;39;-20;-17;-9;-11
6;13;20;20;-10;0;-2;-15
38;3;2;19;-6;-15;-12;-11
10;28;30;3;-12;-10;-11;-19
37;14;16;12;-11;-9;-8;-19
21;34;28;39;-5;0;-4;-4
24;43;24;21;-9;-16;-15;-11
48;2;38;13;-4;-7;-2;-16
14;30;27;46;-2;-6;-4;-15
15;45;22;25;-1;-6;-8;-3
33;33;24;31;-8;-16;-10;-1
32;13;33;29;-14;-2;-15;-14
23;37;8;20;-17;-4;-17;-7
15;2;20;24;-14;-2;-5;-9
24;40;36;16;-11;-2;-5;-17
4;5;4;15;0;-12;-8;-8
33;23;2;40;-3;-13;-14;-7
25;3;12;14;-8;-1;-6;-12
28;15;32;49;-15;-10;-16;-5
47;13;28;4;0;-17;-1;-12
1;37;33;36;-18;-13;-6;-4
33;38;4;47;0;-3;0;-12
47;41;47;14;-10;-10;-12;-17
23;10;6;31;-16;-20;-15;-20
16;47;20;31;-14;-18;-6;-20
19;44;37;33;-11;-7;-5;-12
23;47;35;33;-10;-2;-15;-20
5;41;4;10;-11;-10;-7;-20
37;30;33;33;-16;-4;-6;-17
22;9;42;42;-3;-12;-3;-20
22;22;0;31;-13;-1;-9;-4
39;45;34;48;0;-9;-15;-5
43;19;8;32;-9;0;-4;-5
42;9;42;5;-7;-8;-20;-16
23;49;20;22;-9;-4;-1;-3
5;39;4;25;-8;-20;-5;-4
44;3;6;14;-9;-20;-9;-9
44;19;0;47;-13;0;-6;-6
18;13;38;49;-6;-8;-3;-19
48;41;27;43;-17;-15;-19;-19
0;4;33;23;-6;-18;-16;-4
39;20;44;48;-15;-16;-1;-12
34;38;20;41;0;-16;-5;-11
36;31;22;24;-5;-4;-14;-3
24;37;25;36;-20;-5;-4;-9
11;23;44;3;-18;-11;-9;-4
15;9;0;28;-2;0;-2;-13
1;4;21;5;-16;-6;-5;-19
30;19;32;41;-16;-15;-11;-8
5;40;2;1;-11;-7;0;-7
20;27;11;30;-14;-19;-5;-4
43;4;39;36;-8;-19;-9;-1
25;41;37;29;-4;-11;-13;-10
21;8;35;27;-17;-8;-11;-15
35;18;5;12;-14;-4;-12;-2
25;1;7;44;-1;-8;-19;-12
25;29;25;36;-20;-19;-18;-18
27;42;38;38;-12;-10;-5;-18
13;24;16;9;-7;-4;-5;-6
25;32;36;25;-10;-17;-8;-15
43;17;2;14;-5;-14;-19;-8
10;41;39;15;0;-13;-7;-7
34;6;23;44;-14;-12;-3;-19
19;20;31;3;-2;-16;-1;-15
0;22;7;18;-10;-11;-9;-11
13;48;22;44;-8;-16;-12;-11
29;7;24;1;-10;-8;-2;-11
44;38;43;16;-16;-19;-4;-12
41;0;45;7;-14;-4;-11;-12
35;29;25;24;-1;-19;-3;-10
45;25;49;20;-1;-2;-16;-5
9;43;35;46;-11;-5;0;-2
27;12;17;13;-7;-8;-7;-4
44;21;37;12;-7;-6;-2;-5
20;37;30;5;-5;-12;-2;-18
11;25;8;17;-16;-16;-1;-17
21;5;24;0;-17;0;-12;-3
31;15;23;41;0;-14;-20;-12
27;13;10;24;-14;-18;-19;-10
4;36;8;9;-3;-12;-17;-1
19;22;32;47;-1;-8;-13;-2
30;0;2;35;-9;-18;-6;-15
15;12;37;22;-12;-11;-15;-15
28;26;20;28;-13;-2;-20;-14
33;18;29;14;-9;-17;0;-19
9;27;17;29;-6;-9;-19;-1
12;3;48;42;-8;-15;-3;-3
11;7;41;42;-5;0;-9;-10
16;46;7;10;-17;-12;-16;-10
19;37;31;10;-20;-12;-17;-10
33;1;12;48;-19;-4;-6;0
14;5;39;11;-13;-18;-17;-11
30;34;11;45;-2;-11;-1;-7
38;40;42;31;-14;-18;-20;-9
31;28;44;12;-20;-6;-4;-17
18;29;26;32;-11;-16;-5;-10
45;18;41;30;-6;-13;-3;0
24;29;17;30;-8;-13;-17;-15
28;37;25;40;-7;-2;-6;-11
20;24;22;11;-11;-12;-20;-15
39;7;44;13;-15;-4;-6;-20
47;6;36;41;-4;-17;-6;-3
38;34;16;46;-19;-4;-3;-15
37;49;16;4;-6;-20;-8;-4
29;33;9;30;-18;-17;-20;-19
42;17;13;37;-3;-14;-4;-13
16;24;48;32;-14;-13;-17;-4
10;31;43;34;-10;-19;-14;-9
19;28;31;31;-17;-5;-20;-6
29;45;49;19;-12;-9;-18;-13
23;23;32;49;-3;-13;-11;-13
12;23;6;15;-5;-20;-15;-8
37;1;0;5;0;-9;-9;-2
40;5;12;10;-4;-18;-15;-19
4;3;5;49;0;-12;-15;-8
39;49;35;17;-12;-5;-8;0
15;49;30;30;-7;-9;-11;-20
6;49;39;29;-1;-9;-19;-18
38;11;32;22;-14;-14;-9;-12
36;41;43;8;-10;-15;-12;-8
10;22;35;49;-15;-4;0;-13
9;33;37;38;-11;-19;0;-9
26;45;25;3;-9;-13;-15;-14
48;0;22;39;-6;-6;-6;-9
42;41;21;35;-6;-20;-13;-4
11;30;3;2;-4;-5;-13;-18
35;22;31;49;-14;-3;-5;-17
35;2;33;33;-10;-1;-13;-9
3;33;24;6;-17;-4;-13;-20
41;31;8;37;-11;-14;-10;-3
31;5;11;25;-14;-13;-11;-7
49;13;25;24;-3;-20;-1;-10
46;43;13;12;-13;-4;-1;0
18;36;2;49;-1;-16;-13;-11
39;37;49;38;-7;-18;-19;-8
43;48;5;36;-1;-7;-17;-8
47;42;38;18;-8;-7;-7;-7
6;0;32;18;-18;-7;-15;-8
6;39;29;1;-5;-2;0;-6
36;42;48;38;-2;-14;-17;-19
21;49;25;33;-3;-8;-18;-20
28;31;2;32;-16;-19;-13;-2
8;45;44;26;0;-15;-10;0
0;21;12;2;-6;-6;-4;-16
15;12;6;1;-12;-19;-16;-1
34;26;45;19;-11;0;-7;-19
40;16;37;0;-12;-5;-1;-5
31;46;2;2;-1;-16;-14;-18
40;2;47;19;-6;-19;-13;-16
25;11;35;24;0;-19;-15;-9
16;38;3;41;-9;-2;-17;-11
7;44;34;18;-6;-4;-13;-19
38;0;48;13;-3;-16;0;-16
3;34;38;32;-3;-9;-16;-4
3;0;9;29;-8;-10;-2;-18
39;41;13;33;-5;-1;-4;-13
33;45;15;11;-18;-10;-7;-13
4;42;2;2;-5;-12;-1;-3
29;27;0;20;-20;-16;-11;-6
17;27;3;46;-3;-16;-1;-3
38;31;15;7;-1;-2;-11;-17
34;45;17;42;-1;-10;-14;-8
29;39;12;24;-10;-7;-19;-2
39;27;25;27;-20;-7;-7;-9
23;24;2;42;-8;-8;-19;-6
4;37;10;0;-12;-3;-19;-16
45;27;7;36;-14;-9;-17;-12
6;23;35;19;-15;-19;-12;-12
9;2;41;14;-6;-14;-5;-13
3;42;9;21;0;-15;-6;-12
23;36;34;17;-14;-4;-11;-7
10;46;36;39;-15;-15;-11;-17
36;27;23;41;-10;-18;-11;-7
24;28;29;0;-18;-19;-8;-4
49;40;4;26;-5;-14;-8;-18
34;5;41;38;-10;-14;-2;-12
36;7;4;26;-12;-6;-5;0
9;43;17;40;-14;-12;-10;-11
30;37;45;44;-1;-11;-17;-3
5;32;14;47;-13;-3;-12;-5
25;29;3;12;-16;-11;-13;-18
42;47;6;0;-16;-12;-18;-8
29;31;16;12;-11;-12;-9;-12
6;9;33;0;-19;-10;-12;-7
11;22;9;23;-2;-4;-9;-8
6;40;5;49;-17;-2;-5;-3
16;43;8;34;-14;-10;-10;-8
8;1;8;39;-14;-13;0;-16
38;20;5;46;-8;-8;-5;-10
24;42;26;39;-8;-19;-20;-16
35;23;37;47;-8;-1;-19;-5
23;44;46;8;-4;-11;-16;0
11;26;11;25;-20;-17;-13;-18
16;31;14;30;-2;0;-20;-6
37;30;35;2;-17;-16;-10;-18
44;43;39;1;-8;-5;-8;-15
39;38;34;29;-8;-17;-16;-9
39;23;37;42;-19;-13;-9;-16
4;18;33;25;-15;-20;-19;-9
21;1;7;46;-11;-18;-8;-8
39;18;7;7;-3;-4;-2;-14
26;35;26;9;-6;-17;-11;-14
10;31;5;15;-7;-18;-11;-12
1;46;9;48;-4;-13;-4;-8
2;8;18;43;-3;-9;-1;-16
49;38;10;22;-18;-5;-12;-8
32;40;1;42;-7;-8;-14;-20
15;17;32;5;-4;-15;-2;-14
40;25;48;19;0;-3;-5;-3
38;41;41;24;-17;-1;-19;-19
30;29;35;23;-14;-18;-14;-16
10;7;22;35;-13;-2;-15;-10
25;6;7;14;-6;-7;-12;-1
14;11;35;6;-18;-11;-5;-8
34;18;45;11;-17;-6;-10;-2
8;18;46;29;-1;-7;0;-17
19;20;9;21;-1;-17;-15;-4
15;37;17;12;-3;-11;-19;-18
23;23;44;24;-13;0;-14;-12
1;18;30;1;-8;-19;-9;-20
2;6;25;46;-4;-10;-15;0
11;22;11;44;-8;-10;-17;-7
41;44;12;26;-14;-14;-6;-14
10;14;49;21;-17;-16;-12;-2
35;32;35;35;-14;-4;-8;-2
28;15;13;10;-7;-6;-15;-18
31;26;14;38;-3;-12;-10;-5
