q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
20;13;44;43;32;11;34;28;39;56;45;13;46;46;50;55;32;14;42;25;35;72;57;36;76;68;79;76;70;75;62;55;62;37;29;41;13;14;25;29;32;35;36;37;41;42;45;46;46;50;55;55;56;57;62;62;68;70;72;75;76;76;79
22;38;15;47;43;34;25;41;5;67;60;41;33;50;23;81;73;69;48;78;41;46;40;43;29;43;0;62;78;38;63;68;38;47;60;35;0;23;29;33;35;38;38;40;41;41;43;43;46;47;48;50;60;60;62;63;67;68;69;73;78;78;81
5;30;5;44;49;15;19;48;38;39;34;0;5;47;32;69;65;35;39;67;50;49;35;20;14;34;39;54;75;78;64;78;85;15;47;48;0;5;14;15;20;32;34;34;35;35;39;39;39;47;47;48;49;50;54;64;65;67;69;75;78;78;85
22;27;9;23;27;23;17;3;22;45;36;36;33;23;37;30;48;40;39;15;35;31;25;28;7;-4;21;35;25;39;32;16;31;29;24;37;-4;7;15;16;21;23;24;25;25;28;29;30;31;31;32;33;35;35;36;36;37;37;39;39;40;45;48
41;42;36;44;28;23;29;40;24;76;57;51;53;71;51;82;69;57;57;79;50;72;48;49;45;76;41;60;84;65;51;62;36;32;46;32;32;32;36;41;45;46;48;49;50;51;51;51;53;57;57;57;60;62;65;69;71;72;76;76;79;82;84
1;32;33;3;47;34;30;32;37;-1;33;15;18;17;35;15;79;56;48;47;57;32;69;51;43;48;58;18;25;23;65;66;75;56;46;53;-1;15;15;17;18;18;23;25;32;33;35;43;46;47;48;48;51;53;56;56;57;58;65;66;69;75;79
26;11;49;22;23;6;14;9;44;42;35;29;28;18;68;17;26;1;6;9;39;64;68;38;47;45;75;32;26;61;35;31;47;1;15;43;1;1;6;9;15;17;18;26;26;28;29;31;32;35;35;38;39;42;43;45;47;47;61;64;68;68;75
40;0;29;42;36;42;7;8;16;78;60;69;39;44;40;34;25;40;-9;-12;-2;67;49;68;16;25;32;37;48;42;35;37;43;42;33;57;-12;-9;-2;16;25;25;32;33;34;35;37;37;39;40;40;42;42;43;44;48;49;57;60;67;68;69;78
21;19;10;10;27;33;40;37;10;29;30;51;49;47;22;10;29;48;45;38;18;14;31;38;40;44;7;35;46;13;53;52;27;72;68;30;7;10;13;14;18;22;27;29;29;30;30;31;35;38;38;40;44;45;46;47;48;49;51;52;53;68;72
15;2;14;27;47;22;28;30;7;42;48;27;42;32;13;14;35;19;23;21;-7;21;54;29;26;43;21;38;47;18;75;69;50;45;50;22;-7;13;14;18;19;21;21;21;22;23;26;27;29;32;35;38;42;42;43;45;47;48;50;50;54;69;75
40;17;27;31;41;0;16;10;3;65;79;28;49;37;39;41;50;13;14;23;17;46;59;14;40;21;20;36;30;17;48;33;31;3;-4;2;-4;2;3;13;14;14;17;17;20;21;23;28;30;31;33;36;37;39;40;41;46;48;49;50;59;65;79
0;28;47;49;31;44;46;9;48;36;23;29;41;-2;46;59;49;60;64;28;75;96;70;78;90;37;95;92;42;84;58;33;76;84;41;84;-2;23;28;29;33;36;37;41;41;42;46;49;58;59;60;64;70;75;76;78;84;84;84;90;92;95;96
32;44;34;8;28;35;35;42;45;40;42;63;49;70;62;52;70;65;65;71;83;24;46;64;69;56;73;42;31;47;44;61;72;70;57;61;24;31;40;42;42;44;46;47;49;52;56;57;61;61;62;63;64;65;65;69;70;70;70;71;72;73;83
24;49;32;12;0;40;12;15;38;16;22;51;24;23;53;53;47;76;52;49;75;40;20;55;26;39;50;17;17;46;8;11;38;52;50;78;8;11;16;17;17;20;22;23;24;26;38;39;40;46;47;49;50;50;51;52;52;53;53;55;75;76;78
49;23;31;5;24;34;29;25;46;45;56;75;58;54;76;22;47;37;48;46;66;36;53;47;41;38;64;19;29;47;51;40;64;55;42;79;19;22;29;36;37;38;40;41;42;45;46;47;47;47;48;51;53;54;55;56;58;64;64;66;75;76;79
11;18;23;47;2;4;49;13;44;42;-6;-5;54;13;43;50;10;9;51;18;57;65;24;24;57;34;53;90;45;78;37;9;32;36;13;31;-6;-5;9;9;10;13;13;18;24;24;31;32;34;36;37;42;43;45;50;51;53;54;57;57;65;78;90
45;25;31;41;47;34;14;45;36;70;92;64;48;71;72;58;69;59;28;51;57;54;61;53;35;60;50;38;69;60;44;85;79;40;64;65;28;35;38;40;44;48;50;51;53;54;57;58;59;60;60;61;64;64;65;69;69;70;71;72;79;85;92
29;0;26;14;14;47;49;14;7;38;38;60;65;39;17;12;1;40;33;-3;3;22;25;55;60;21;32;47;10;18;48;25;11;87;61;51;-3;1;3;10;11;12;17;18;21;22;25;25;32;33;38;38;39;40;47;48;51;55;60;60;61;65;87
34;19;10;33;32;38;39;16;28;65;65;65;63;43;45;39;46;43;47;26;43;23;39;44;38;6;36;53;36;58;61;40;55;58;45;58;6;23;26;36;36;38;39;39;40;43;43;43;44;45;45;46;47;53;55;58;58;58;61;63;65;65;65
35;9;38;5;11;2;21;43;47;28;26;34;52;72;68;0;18;11;13;40;50;35;46;40;43;78;80;18;41;47;25;45;46;13;30;35;0;11;13;13;18;18;25;26;28;30;34;35;35;40;40;41;43;45;46;46;47;50;52;68;72;78;80
48;39;14;11;13;2;24;34;15;47;42;37;71;80;54;37;35;41;62;66;50;22;8;-4;35;43;19;22;28;11;32;37;18;26;36;0;-4;0;8;11;18;19;22;22;26;28;32;35;35;36;37;37;37;41;42;43;47;50;54;62;66;71;80
27;1;26;14;26;21;43;18;41;23;35;40;51;27;61;7;16;10;40;13;31;33;41;32;66;44;64;52;26;48;52;35;65;58;39;57;7;10;13;16;23;26;27;31;32;33;35;35;39;40;40;41;44;48;51;52;52;57;58;61;64;65;66
7;15;21;4;32;12;0;46;15;11;27;-1;-6;40;9;2;43;7;-2;42;23;8;52;13;6;47;30;-8;47;12;31;68;34;1;40;25;-8;-6;-2;-1;1;2;6;7;8;9;11;12;13;23;25;27;30;31;34;40;40;42;43;47;47;52;68
46;25;17;17;26;44;12;6;44;52;60;81;55;51;72;26;44;49;36;14;50;16;33;53;9;11;45;17;13;48;37;13;64;37;41;76;9;11;13;13;14;16;17;26;33;36;37;37;41;44;45;48;49;50;51;52;53;55;60;64;72;76;81
0;19;13;23;35;45;3;3;1;10;26;38;3;-2;-14;42;52;63;4;17;11;29;31;51;2;4;13;8;16;9;28;21;32;38;40;37;-14;-2;2;3;4;4;8;9;10;11;13;16;17;21;26;28;29;31;32;37;38;38;40;42;51;52;63
16;37;1;48;46;48;33;48;33;46;47;56;35;52;35;74;83;79;57;67;53;49;35;35;32;39;22;65;95;64;72;88;60;67;89;74;22;32;35;35;35;35;39;46;47;49;52;53;56;57;60;64;65;67;67;72;74;74;79;83;88;89;95
6;38;12;1;5;45;24;2;30;0;9;35;28;-1;29;38;27;80;55;40;52;8;-1;55;24;-1;27;12;-3;11;26;5;29;58;43;63;-3;-1;-1;-1;0;5;8;9;11;12;24;26;27;27;28;29;29;35;38;40;43;52;55;55;58;63;80
11;21;45;15;3;19;5;41;36;24;10;24;8;41;36;17;7;32;19;49;40;53;29;58;46;84;79;20;36;48;-4;44;26;14;49;53;-4;7;8;10;14;17;19;20;24;24;26;29;32;36;36;40;41;44;46;48;49;49;53;53;58;79;84
4;20;31;37;41;40;4;30;4;38;27;31;1;28;0;51;57;59;9;36;21;57;71;63;24;56;30;41;64;21;40;57;36;44;63;38;0;1;9;21;21;24;27;28;30;31;36;36;38;38;40;41;44;51;56;57;57;57;59;63;63;64;71
30;31;35;11;3;27;23;30;42;38;14;52;48;55;52;42;29;57;47;44;63;36;33;60;58;64;73;34;21;36;23;18;33;39;45;56;14;18;21;23;29;33;33;34;36;36;38;39;42;44;45;47;48;52;52;55;56;57;58;60;63;64;73
24;18;49;33;1;39;8;27;28;38;6;48;19;49;46;37;14;51;12;33;34;79;48;85;40;57;76;25;55;47;0;19;23;29;53;65;0;6;12;14;19;19;23;25;29;33;34;37;38;40;46;47;48;48;49;51;53;55;57;65;76;79;85
22;31;14;31;20;41;12;42;18;51;42;57;21;59;22;47;33;52;43;56;45;27;33;39;16;56;15;34;73;32;26;48;34;52;78;51;15;16;21;22;26;27;32;33;33;34;34;39;42;43;45;47;48;51;51;52;52;56;56;57;59;73;78
29;12;40;39;4;36;31;36;13;49;19;60;49;46;41;35;10;48;41;39;8;59;35;66;69;60;51;52;67;47;30;31;7;53;64;29;7;8;10;19;29;30;31;35;35;39;41;41;46;47;48;49;49;51;52;53;59;60;60;64;66;67;69
9;19;11;37;33;45;7;22;9;34;37;47;8;12;1;43;34;53;19;32;21;30;25;37;18;26;20;37;39;45;34;41;26;34;62;54;1;8;12;18;19;20;21;25;26;26;30;32;34;34;34;34;37;37;37;39;41;43;45;47;53;54;62
16;13;19;44;20;31;3;47;47;58;27;36;10;48;46;57;15;44;-4;54;56;61;31;42;12;46;64;32;86;73;9;48;53;20;61;60;-4;9;10;12;15;20;27;31;32;36;42;44;46;46;48;48;53;54;56;57;58;60;61;61;64;73;86
3;35;11;43;39;38;6;22;20;41;29;35;5;19;22;74;70;70;38;50;36;43;50;44;5;27;28;29;60;48;28;58;53;36;42;46;5;5;19;22;27;28;28;29;29;35;36;36;38;41;42;43;44;46;48;50;50;53;58;60;70;70;74
38;26;40;34;15;4;41;36;15;66;34;22;63;74;43;55;38;25;55;51;39;72;36;44;71;65;35;66;51;43;40;44;16;31;22;7;7;16;22;22;25;31;34;35;36;38;39;40;43;43;44;44;51;51;55;55;63;65;66;66;71;72;74
16;33;23;24;44;10;38;1;43;29;51;23;42;6;40;41;64;38;65;26;70;36;60;14;46;12;62;62;7;67;72;26;74;30;6;43;6;6;7;12;14;23;26;26;29;30;36;38;40;41;42;43;46;51;60;62;62;64;65;67;70;72;74
24;34;26;35;37;8;49;42;28;52;42;30;72;47;45;53;54;29;74;74;59;60;48;15;70;60;43;81;61;43;86;75;48;46;37;26;15;26;29;30;37;42;43;43;45;46;47;48;48;52;53;54;59;60;60;61;70;72;74;74;75;81;86
5;42;0;8;31;35;31;33;4;8;32;23;18;20;-2;39;68;75;53;72;27;-2;12;24;18;16;-16;25;25;10;43;64;24;63;66;24;-16;-2;-2;8;10;12;16;18;18;20;23;24;24;24;25;25;27;32;39;43;53;63;64;66;68;72;75
22;6;46;10;40;49;11;7;23;15;59;71;28;24;29;6;40;43;-2;6;29;38;81;88;41;48;55;17;4;20;41;33;43;56;54;56;-2;4;6;6;15;17;20;24;28;29;29;33;38;40;41;41;43;43;48;54;55;56;56;59;71;81;88
18;29;17;26;27;35;8;24;30;30;33;34;12;30;29;53;45;59;28;35;54;40;30;43;13;34;36;28;35;53;21;32;56;32;45;47;12;13;21;28;28;29;30;30;30;32;32;33;34;34;35;35;36;40;43;45;45;47;53;53;54;56;59
40;11;0;18;12;46;6;36;39;43;45;67;28;68;60;26;10;45;9;35;36;5;12;39;-3;18;31;7;46;39;17;45;34;46;68;73;-3;5;7;9;10;12;17;18;26;28;31;34;35;36;39;39;43;45;45;45;46;46;60;67;68;68;73
3;48;22;46;24;36;6;23;48;39;18;31;-1;21;44;75;67;67;51;68;89;50;30;57;22;43;66;39;56;80;27;38;67;34;54;80;-1;18;21;22;27;30;31;34;38;39;39;43;44;50;51;54;56;57;66;67;67;67;68;75;80;80;89
23;4;16;24;11;8;5;11;22;44;32;31;14;19;41;8;-1;12;0;-2;26;38;22;20;3;13;22;25;18;28;-1;12;29;2;0;14;-2;-1;-1;0;0;2;3;8;12;12;13;14;14;18;19;20;22;22;25;26;28;29;31;32;38;41;44
47;2;14;23;34;17;5;40;12;65;72;51;32;76;44;11;25;6;-10;28;-6;24;30;27;9;35;22;21;46;16;21;74;41;6;51;13;-10;-6;6;6;9;11;13;16;21;21;22;24;25;27;28;30;32;35;41;44;46;51;51;65;72;74;76
11;3;37;25;1;41;27;18;9;25;8;40;35;22;7;22;-6;42;29;2;12;47;33;66;59;45;46;47;38;18;28;19;-3;52;49;35;-6;-3;2;7;8;12;18;19;22;22;25;28;29;33;35;35;38;40;42;45;46;47;47;49;52;59;66
26;44;18;41;16;5;32;35;21;54;38;31;42;52;32;66;46;40;59;79;61;56;27;11;42;51;29;60;59;50;46;34;21;28;24;6;6;11;21;24;27;28;29;31;32;34;38;40;42;42;46;46;50;51;52;54;56;59;59;60;61;66;79
45;11;3;18;26;34;9;31;19;46;61;68;37;64;64;18;24;38;20;22;23;17;29;32;3;24;22;25;40;31;35;45;34;25;55;37;3;17;18;20;22;22;23;24;24;25;25;29;31;32;34;35;37;37;38;40;45;46;55;61;64;64;68
17;12;41;29;38;16;9;26;12;36;40;14;25;26;9;36;42;20;8;22;22;63;63;56;32;51;38;27;51;26;44;47;32;20;27;17;8;9;14;17;20;20;22;22;25;26;26;27;27;32;32;36;36;38;40;42;44;47;51;51;56;63;63
4;5;38;42;6;4;37;37;44;40;-6;2;25;35;39;31;-4;-11;39;35;46;74;36;38;61;71;73;79;72;76;35;43;42;39;22;42;-11;-6;-4;2;22;25;31;35;35;35;36;38;39;39;39;40;42;42;43;46;61;71;72;73;74;76;79
1;49;7;10;24;11;10;2;5;5;23;4;5;3;2;44;56;54;58;49;38;16;26;4;13;1;1;2;-4;9;30;24;9;7;-7;1;-7;-4;1;1;1;2;2;3;4;4;5;5;7;9;9;13;16;23;24;26;30;38;44;49;54;56;58
15;41;5;48;43;25;32;36;34;50;49;31;28;49;29;81;64;60;67;61;70;48;33;22;35;35;34;79;77;71;71;66;60;48;43;54;22;28;29;31;33;34;35;35;43;48;48;49;49;50;54;60;60;61;64;66;67;70;71;71;77;79;81
2;43;7;3;43;30;44;36;31;-2;37;14;34;38;32;28;67;63;85;70;62;-1;46;24;48;34;37;41;27;23;80;77;69;69;60;60;-2;-1;14;23;24;27;28;32;34;34;37;37;38;41;46;48;60;60;62;63;67;69;69;70;77;80;85
38;2;21;42;25;46;28;30;20;60;60;68;53;54;55;36;20;38;18;31;10;62;31;64;40;34;29;50;69;43;49;50;37;58;56;54;10;18;20;29;31;31;34;36;37;38;40;43;49;50;50;53;54;54;55;56;58;60;60;62;64;68;69
11;32;39;47;37;10;6;27;34;39;33;1;4;34;37;60;56;33;21;47;46;74;57;33;40;61;66;41;70;62;24;54;65;14;28;29;1;4;14;21;24;28;29;33;33;33;34;37;39;40;41;46;47;54;56;57;60;61;62;65;66;70;74
29;38;9;47;22;26;21;20;4;68;47;37;50;45;14;67;40;63;47;46;40;56;28;20;28;11;8;53;52;44;29;29;7;41;27;22;7;8;11;14;20;22;27;28;28;29;29;37;40;40;41;44;45;46;47;47;50;52;53;56;63;67;68
2;32;17;31;47;26;24;5;12;24;38;13;21;-12;4;46;61;55;50;33;43;38;44;35;29;18;20;40;32;39;55;49;52;40;22;30;-12;4;13;18;20;21;22;24;29;30;32;33;35;38;38;39;40;40;43;44;46;49;50;52;55;55;61
7;28;4;40;35;5;3;4;36;44;26;11;0;-4;27;52;56;14;23;15;47;27;39;-5;0;4;28;27;27;70;28;33;59;-4;-5;38;-5;-5;-4;-4;0;0;4;11;14;15;23;26;27;27;27;27;28;28;33;38;39;44;47;52;56;59;70
23;10;9;0;4;21;45;26;33;11;24;28;54;41;45;-1;6;27;54;30;34;-2;0;24;46;32;42;34;8;32;33;17;33;57;36;54;-2;-1;0;6;8;11;17;24;24;27;28;30;32;32;33;33;34;34;36;41;42;45;46;54;54;54;57
7;33;38;17;44;7;43;15;26;20;48;6;42;13;14;41;75;40;66;31;41;46;62;33;75;35;58;59;19;41;87;54;69;43;12;14;6;12;13;14;14;19;20;31;33;35;40;41;41;41;42;43;46;48;54;58;59;62;66;69;75;75;87
17;31;11;34;5;38;17;13;37;40;4;41;23;26;38;57;32;50;30;37;57;28;4;43;14;15;37;44;36;58;5;2;34;37;40;65;2;4;4;5;14;15;23;26;28;30;32;34;36;37;37;37;38;40;40;41;43;44;50;57;57;58;65
17;30;43;7;23;21;17;8;3;15;20;28;23;15;3;31;48;43;27;34;22;44;52;61;46;38;45;14;0;-3;32;22;14;35;20;15;-3;0;3;14;14;15;15;15;20;20;22;22;23;27;28;31;32;34;35;38;43;44;45;46;48;52;61
38;5;41;1;41;46;2;42;22;20;62;69;21;61;46;5;33;45;7;29;19;29;62;78;37;63;59;-17;25;20;42;74;52;36;82;61;-17;5;7;19;20;20;21;25;29;29;33;36;37;42;45;46;52;59;61;61;62;62;63;69;74;78;82
5;23;0;24;46;3;30;38;14;20;36;-3;26;27;4;41;54;19;43;60;37;4;28;-13;16;19;4;38;42;28;64;79;58;16;22;13;-13;-3;4;4;4;13;16;16;19;19;20;22;26;27;28;28;36;37;38;41;42;43;54;58;60;64;79
35;45;12;3;16;2;36;3;29;34;33;34;57;23;49;41;56;31;71;43;73;12;25;-3;32;-5;35;30;3;29;37;15;37;32;-8;29;-8;-5;-3;3;12;15;23;25;29;29;30;31;32;32;33;34;34;35;37;37;41;43;49;56;57;71;73
46;17;5;38;43;9;20;5;31;77;69;40;62;36;75;55;44;26;21;19;29;32;48;7;14;9;20;43;27;68;55;28;67;19;2;36;2;7;9;14;19;19;20;21;26;27;28;29;32;36;36;40;43;44;48;55;55;62;67;68;69;75;77
7;20;29;28;21;47;23;29;10;20;21;38;26;34;10;36;25;48;42;29;11;56;47;61;37;45;34;42;50;32;44;30;18;63;66;47;10;11;18;20;21;25;26;29;30;32;34;34;36;37;38;42;42;44;45;47;47;48;50;56;61;63;66
16;48;5;26;43;3;7;36;11;36;50;7;7;38;9;58;83;48;43;71;47;16;40;-2;4;36;3;25;58;26;49;75;53;4;39;4;-2;3;4;4;4;7;7;9;16;25;26;36;36;38;39;40;43;47;48;49;50;53;58;58;71;75;83
11;19;4;40;49;42;47;8;2;43;49;46;55;1;5;43;65;56;57;8;7;39;41;42;37;8;-1;76;47;42;92;52;43;75;38;41;-1;1;5;7;8;8;37;38;39;41;41;42;42;43;43;43;46;47;49;52;55;56;57;65;75;76;92
3;6;21;7;15;34;13;6;38;-5;12;30;-2;-6;24;0;7;28;18;3;36;11;20;37;23;25;48;17;5;39;9;20;43;32;33;64;-6;-5;-2;0;3;5;7;9;11;12;17;18;20;20;23;24;25;28;30;32;33;36;37;39;43;48;64
16;19;14;12;39;2;14;16;47;20;38;1;24;19;47;26;50;21;19;22;56;14;44;0;17;11;55;15;21;41;47;47;72;3;6;44;0;1;3;6;11;14;15;17;19;19;20;21;21;22;24;26;38;41;44;44;47;47;47;50;55;56;72
8;32;20;36;24;33;39;28;30;39;19;36;36;16;24;51;51;46;69;51;59;56;40;48;58;37;30;65;49;59;63;40;42;65;46;44;16;19;24;30;36;36;37;39;40;40;42;44;46;46;48;49;51;51;51;56;58;59;59;63;65;65;69
35;26;41;31;0;15;36;2;22;57;24;49;57;29;40;42;9;38;43;16;37;55;27;36;57;33;51;57;25;53;18;-7;6;50;-2;17;-7;-2;6;9;16;17;18;24;25;27;29;33;36;37;38;40;42;43;49;50;51;53;55;57;57;57;57
34;15;29;5;11;9;41;12;7;26;40;39;73;31;32;0;14;4;48;18;22;19;28;31;60;36;28;34;13;-2;33;4;4;44;15;4;-2;0;4;4;4;4;13;14;15;18;19;22;26;28;28;31;31;32;33;34;36;39;40;44;48;60;73
16;49;28;40;32;28;40;28;7;36;48;42;53;36;15;78;80;61;70;75;55;49;60;40;63;50;19;76;62;45;61;57;23;56;45;18;15;18;19;23;36;36;40;42;45;45;48;49;50;53;55;56;57;60;61;61;62;63;70;75;76;78;80
21;11;0;19;42;45;37;14;23;22;55;60;54;34;42;21;48;39;43;9;16;4;37;41;28;8;8;43;15;24;76;36;51;62;59;60;4;8;8;9;15;16;21;22;24;28;34;36;37;39;41;42;43;43;48;51;54;55;59;60;60;62;76
47;6;48;5;4;6;2;6;19;45;39;44;40;48;64;3;0;10;8;11;22;52;37;52;38;37;51;-11;-4;5;-8;1;19;6;-6;12;-11;-8;-6;-4;0;1;3;5;6;8;10;11;12;19;22;37;37;38;39;40;44;45;48;51;52;52;64
12;28;12;5;32;42;11;17;29;16;25;51;5;20;30;31;53;68;24;44;45;-3;42;45;13;10;30;1;20;26;42;33;42;44;45;51;-3;1;5;10;13;16;20;20;24;25;26;30;30;31;33;42;42;42;44;44;45;45;45;51;51;53;68
35;49;28;46;26;22;19;43;17;76;54;50;52;70;37;77;74;70;49;72;57;62;40;46;37;55;39;63;69;56;27;56;33;26;47;39;26;27;33;37;37;39;39;40;46;47;49;50;52;54;55;56;56;57;62;63;69;70;70;72;74;76;77
11;32;40;20;31;34;13;0;10;12;35;36;5;0;4;41;52;59;39;31;42;53;61;54;36;29;40;20;2;19;37;24;28;37;20;25;0;2;4;5;12;19;20;20;24;25;28;29;31;35;36;36;37;37;39;40;41;42;52;53;54;59;61
25;26;36;3;24;42;30;7;29;9;39;64;54;32;41;16;50;61;50;26;46;30;47;74;57;33;58;29;5;29;51;26;47;52;45;61;5;9;16;26;26;29;29;30;32;33;39;41;45;46;47;47;50;50;51;52;54;57;58;61;61;64;74
38;14;19;28;22;42;7;22;31;61;54;62;39;60;53;30;21;55;7;18;42;27;28;42;26;31;41;23;36;50;15;44;37;29;48;60;7;15;18;21;23;26;27;28;29;30;31;36;37;39;41;42;42;44;48;50;53;54;55;60;60;61;62
31;49;13;10;18;13;10;11;22;40;40;44;24;30;52;43;51;44;59;40;57;6;17;7;15;22;15;0;1;30;23;23;25;19;6;34;0;1;6;6;7;15;15;17;19;22;23;23;24;25;30;30;34;40;40;40;43;44;44;51;52;57;59
1;40;31;2;49;19;16;12;46;-16;34;12;6;10;36;25;81;59;37;43;67;30;78;47;35;40;70;16;10;41;50;49;77;28;11;46;-16;6;10;10;11;12;16;25;28;30;34;35;36;37;40;41;43;46;47;49;50;59;67;70;77;78;81
22;29;27;34;45;41;45;8;2;46;61;58;48;14;10;44;67;70;65;35;11;41;72;68;67;20;11;71;39;35;72;35;42;72;43;42;10;11;11;14;20;35;35;35;39;41;42;42;43;44;46;48;58;61;65;67;67;68;70;71;72;72;72
24;10;15;12;8;36;49;15;31;25;23;60;67;37;55;12;16;34;55;16;37;11;4;48;55;16;39;52;8;42;50;22;29;80;35;61;4;8;11;12;16;16;16;22;23;25;29;34;35;37;37;39;42;48;50;52;55;55;55;60;61;67;80
33;3;28;16;43;13;17;49;28;29;71;42;30;78;56;6;45;16;19;41;11;27;56;37;32;61;55;18;64;26;41;81;64;23;48;21;6;11;16;18;19;21;23;26;27;29;30;32;37;41;41;42;45;48;55;56;56;61;64;64;71;78;81
36;38;4;22;12;6;35;32;35;52;35;25;70;62;54;54;36;26;65;54;59;22;6;6;26;33;39;51;48;53;41;42;42;24;20;26;6;6;20;22;24;25;26;26;26;33;35;36;39;41;42;42;48;51;52;53;54;54;54;59;62;65;70
49;21;28;6;41;48;47;26;13;38;74;94;90;62;45;9;52;68;59;40;22;32;60;64;60;40;25;41;14;14;69;54;40;91;57;49;9;14;14;22;25;32;38;40;40;40;41;45;49;52;54;57;59;60;60;62;64;68;69;74;90;91;94
18;11;37;19;12;37;34;14;41;33;20;52;45;25;51;13;19;40;35;19;34;54;35;66;67;46;76;43;18;57;26;8;39;63;40;65;8;13;18;19;19;20;25;26;33;34;35;35;39;40;40;43;45;46;51;52;54;57;63;65;66;67;76
17;36;43;32;18;30;16;27;5;46;16;31;30;39;19;64;50;51;51;49;27;70;43;64;48;63;38;37;51;33;34;45;21;30;53;27;16;19;21;27;27;30;30;31;33;34;37;38;39;43;45;46;48;49;50;51;51;51;53;63;64;64;70
16;9;3;29;28;0;5;0;1;28;44;-4;15;9;-1;34;23;9;3;4;-4;19;30;-11;-11;-10;-14;24;26;28;22;15;14;-5;-5;-12;-14;-12;-11;-11;-10;-5;-5;-4;-4;-1;3;4;9;9;14;15;15;19;22;23;24;26;28;28;30;34;44
17;14;19;41;44;35;42;34;16;41;59;50;44;40;30;49;38;35;52;36;11;48;61;53;56;46;18;74;73;53;85;58;55;65;55;45;11;18;30;35;36;38;40;41;44;45;46;48;49;50;52;53;53;55;55;56;58;59;61;65;73;74;85
31;17;14;14;27;3;3;44;13;31;48;29;28;70;24;28;36;16;11;43;10;18;22;1;-2;51;20;1;47;17;14;67;22;0;41;7;-2;0;1;1;7;10;11;14;16;17;18;20;22;22;24;28;28;29;31;36;41;43;47;48;51;67;70
28;25;1;18;0;15;35;7;30;37;25;28;44;33;40;23;12;20;46;30;46;14;-15;1;25;-11;17;44;13;41;25;-5;14;32;16;28;-15;-11;-5;1;12;13;14;14;16;17;20;23;25;25;25;28;28;30;32;33;37;40;41;44;44;46;46
40;34;45;2;2;32;43;17;21;26;39;54;77;45;54;20;28;62;57;32;53;32;47;57;86;42;54;37;18;20;30;-1;21;56;30;35;-1;18;20;20;21;26;28;30;30;32;32;35;37;39;42;45;47;53;54;54;54;56;57;57;62;77;86
13;3;22;31;22;19;17;47;6;42;15;22;12;43;14;20;19;11;9;42;-11;41;26;31;25;54;12;33;62;26;34;63;19;19;51;14;-11;9;11;12;12;14;14;15;19;19;19;20;22;25;26;26;31;33;34;41;42;42;43;51;54;62;63
18;41;18;26;31;35;8;8;18;43;32;52;26;11;17;63;57;73;46;44;49;41;46;46;8;18;34;24;20;43;38;32;40;35;38;52;8;11;17;18;20;24;26;32;32;34;35;38;38;40;41;43;43;44;46;46;46;49;52;52;57;63;73
43;32;5;0;41;10;49;23;26;38;66;42;79;54;60;31;57;41;65;46;46;-2;43;8;40;8;21;38;8;11;82;56;48;40;19;31;-2;8;8;8;11;19;21;31;31;38;38;40;40;41;42;43;46;46;48;54;56;57;60;65;66;79;82
19;27;11;22;1;37;26;19;19;27;17;42;32;37;34;31;27;60;40;44;38;21;11;35;17;28;21;33;26;32;15;7;3;61;48;38;3;7;11;15;17;17;21;21;26;27;27;28;31;32;32;33;34;35;37;38;38;40;42;44;48;60;61
31;48;42;46;21;12;21;30;32;72;39;30;48;60;53;93;63;57;59;65;77;85;55;34;53;52;57;59;70;73;23;31;38;29;40;35;23;29;30;31;34;35;38;39;40;48;52;53;53;55;57;57;59;59;60;63;65;70;72;73;77;85;93
29;42;32;20;16;17;1;36;1;44;37;32;18;60;22;55;50;44;23;73;30;43;37;42;15;55;15;12;37;6;14;32;-3;15;41;9;-3;6;9;12;14;15;15;15;18;22;23;30;32;32;37;37;37;41;42;43;44;44;50;55;55;60;73
37;20;7;2;47;34;32;5;43;26;69;69;64;31;63;13;47;47;35;24;46;7;41;34;25;8;50;30;5;43;67;50;70;47;27;74;5;7;8;13;24;25;26;27;30;31;34;35;41;43;46;47;47;47;50;50;63;64;67;69;69;70;74
6;1;36;41;5;16;24;6;13;30;-2;11;22;8;1;42;6;4;8;3;4;65;28;36;48;28;41;61;30;43;11;8;15;37;7;14;-2;1;3;4;4;6;7;8;8;8;11;11;14;15;22;28;28;30;30;36;37;41;42;43;48;61;65
