q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;s[0, 4];s[0, 5];s[0, 6];s[1, 4];s[1, 5];s[1, 6];s[2, 4];s[2, 5];s[2, 6];s[3, 4];s[3, 5];s[3, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11
20;10;18;34;9;47;7;22;55;20;8;55;13;22;53;6;28;78;28;6;8;13;20;22;22;28;28;53;55;55;78
39;3;26;37;34;36;38;70;55;60;17;24;27;48;61;53;56;65;68;17;24;27;48;53;55;56;60;61;65;68;70
26;14;49;33;7;6;0;31;27;23;9;6;12;46;55;46;30;29;21;6;9;12;21;23;27;29;30;31;46;46;55
43;6;41;25;10;4;13;44;35;41;15;-10;0;47;39;53;23;29;38;-10;0;15;23;29;35;38;39;41;44;47;53
32;43;40;40;21;8;29;52;24;56;53;32;72;52;46;56;47;32;62;24;32;32;46;47;52;52;53;56;56;62;72
26;1;23;37;14;3;11;32;27;23;9;4;2;21;10;24;34;38;39;2;4;9;10;21;23;24;27;32;34;38;39
6;32;2;4;0;23;8;-8;12;-3;17;54;23;-4;9;-6;-7;8;11;-8;-7;-6;-4;-3;8;9;11;12;17;23;54
24;45;46;38;20;0;35;44;6;50;55;30;69;52;45;66;39;20;59;6;20;30;39;44;45;50;52;55;59;66;69
11;32;2;40;44;8;25;48;10;31;74;40;43;28;-10;21;81;32;57;-10;10;21;28;31;32;40;43;48;57;74;81
49;2;34;21;45;14;17;84;50;58;38;15;17;78;34;37;62;18;22;15;17;18;22;34;37;38;50;58;62;78;84
48;21;10;46;47;28;28;92;58;64;60;48;37;39;29;25;89;63;63;25;29;37;39;48;58;60;63;63;64;89;92
22;27;9;23;13;37;44;16;58;55;26;59;70;18;32;39;18;54;47;16;18;18;26;32;39;47;54;55;58;59;70
24;1;5;37;40;43;36;57;65;42;32;37;30;42;44;38;72;79;58;30;32;37;38;42;42;44;57;58;65;72;79
32;42;19;2;18;3;27;47;16;52;60;41;55;17;10;39;15;-1;15;-1;10;15;15;16;17;39;41;47;52;55;60
15;33;38;7;0;38;11;-5;53;6;22;53;33;24;71;35;-1;42;12;-5;-1;6;12;22;24;33;35;42;53;53;71
28;42;33;6;3;35;48;31;45;59;28;66;73;27;67;73;3;37;48;3;27;28;31;37;45;48;59;66;67;73;73
17;42;33;1;42;46;10;42;57;27;64;73;51;70;76;33;30;33;0;0;27;30;33;33;42;51;57;64;70;73;76
1;44;17;35;25;30;26;9;26;10;49;64;57;23;47;40;59;61;53;9;10;23;26;40;47;49;53;57;59;61;64
38;2;7;45;13;2;39;50;20;73;-5;-4;33;19;6;40;41;29;64;-5;-4;6;19;20;29;33;40;41;50;64;73
20;11;39;26;38;17;12;43;37;16;30;25;13;68;45;35;58;28;27;13;16;25;27;28;30;35;37;43;45;58;68
24;45;22;41;22;37;44;31;41;67;64;81;77;31;39;59;50;76;82;31;31;39;41;50;59;64;67;76;77;81;82
32;40;5;23;4;21;21;21;51;53;34;47;48;-2;21;18;16;36;24;-2;16;18;21;21;24;34;36;47;48;51;53
10;46;29;41;28;11;23;26;9;27;58;51;64;54;39;48;62;33;57;9;26;27;33;39;48;51;54;57;58;62;64
8;31;35;5;23;10;14;24;13;20;34;26;31;53;33;46;13;4;16;4;13;13;16;20;24;26;31;33;34;46;53
18;9;19;44;5;38;18;18;42;33;-2;33;10;15;44;25;42;68;45;-2;10;15;18;25;33;33;42;42;44;45;68
40;41;29;8;26;31;23;54;54;54;58;68;48;51;56;50;17;25;21;17;21;25;48;50;51;54;54;54;56;58;68
10;33;42;31;48;25;17;39;29;25;77;51;48;77;55;59;79;53;32;25;29;32;39;48;51;53;55;59;77;77;79
31;48;2;24;29;4;1;53;34;19;65;32;49;11;-12;-7;35;16;13;-12;-7;11;13;16;19;32;34;35;49;53;65
37;22;23;17;13;29;26;30;55;51;27;37;30;27;48;46;18;31;26;18;26;27;27;30;30;31;37;46;48;51;55
2;17;16;46;39;14;42;26;1;31;56;31;39;49;11;46;74;44;78;1;11;26;31;31;39;44;46;49;56;74;78
10;8;43;11;43;16;48;43;6;42;39;18;52;83;56;80;54;21;42;6;18;21;39;42;42;43;52;54;56;80;83
1;21;14;34;43;10;24;24;6;5;50;23;29;42;6;30;74;40;52;5;6;6;23;24;29;30;40;42;50;52;74
30;15;27;32;17;43;25;44;53;45;17;45;35;35;57;47;36;71;48;17;35;35;36;44;45;45;47;48;53;57;71
34;44;0;0;45;12;26;74;33;42;86;41;62;30;-3;11;40;-5;20;-5;-3;11;20;30;33;40;41;42;62;74;86
12;0;17;17;41;37;34;48;31;28;25;21;34;54;47;32;48;35;39;21;25;28;31;32;34;35;39;47;48;48;54
45;42;45;16;18;39;45;43;73;90;46;77;81;45;72;73;14;40;54;14;40;43;45;46;54;72;73;73;77;81;90
46;26;30;15;49;44;12;88;77;42;64;70;19;78;69;34;60;55;10;10;19;34;42;55;60;64;69;70;77;78;88
39;20;27;27;13;12;38;44;41;74;14;13;45;32;23;58;39;23;53;13;14;23;23;32;39;41;44;45;53;58;74
35;24;29;29;8;40;34;33;60;67;31;53;47;32;67;52;28;64;59;28;31;32;33;47;52;53;59;60;64;67;67
5;29;42;20;5;32;22;-5;35;9;17;45;36;40;58;44;25;43;22;-5;9;17;22;25;35;36;40;43;44;45;58
35;9;24;5;43;13;0;68;48;16;33;6;6;54;23;7;32;13;2;2;6;6;7;13;16;23;32;33;48;54;68
6;38;23;14;26;25;44;24;30;40;59;56;75;42;34;49;33;29;48;24;29;30;33;34;40;42;48;49;56;59;75
48;30;12;0;32;36;23;73;69;70;56;51;44;44;38;34;27;20;19;19;20;27;34;38;44;44;51;56;69;70;73
5;26;40;10;2;22;41;-8;12;43;21;42;54;34;47;66;4;15;51;-8;4;12;15;21;34;42;43;47;51;54;66
40;41;4;14;17;38;10;57;78;30;41;68;37;13;25;6;30;45;24;6;13;24;25;30;30;37;41;45;57;68;78
7;19;22;8;8;32;34;-2;30;28;25;48;42;25;40;42;6;20;36;-2;6;20;25;25;28;30;36;40;42;42;48
7;0;44;41;31;14;44;23;19;50;20;3;36;65;51;87;55;49;78;3;19;20;23;36;49;50;51;55;65;78;87
30;24;17;46;0;29;24;21;39;51;8;45;35;1;38;24;44;56;70;1;8;21;24;35;38;39;44;45;51;56;70
7;38;12;45;36;16;49;24;4;54;59;50;82;43;26;41;80;44;90;4;24;26;41;43;44;50;54;59;80;82;90
24;9;21;27;2;27;10;15;43;21;-6;24;1;4;37;24;29;35;33;-6;1;4;15;21;24;24;29;33;35;37;43
24;38;49;33;39;38;44;56;47;53;74;69;67;69;67;90;52;61;76;47;52;53;56;61;67;67;69;69;74;76;90
21;42;43;34;41;2;9;46;5;20;78;40;32;73;41;37;65;34;43;5;20;32;34;37;40;41;43;46;65;73;78
24;42;45;10;5;35;36;27;40;51;28;65;62;40;64;66;-5;38;27;-5;27;27;28;38;40;40;51;62;64;65;66
39;47;34;4;31;28;24;56;47;55;77;68;68;49;60;54;32;28;16;16;28;32;47;49;54;55;56;60;68;68;77
43;12;21;16;47;2;21;73;31;49;43;6;32;53;20;38;62;1;28;1;6;20;28;31;32;38;43;49;53;62;73
4;28;49;18;46;23;45;33;7;39;57;34;65;81;69;86;51;35;44;7;33;34;35;39;44;51;57;65;69;81;86
40;43;22;11;13;42;37;45;65;67;51;71;75;19;44;45;14;33;45;14;19;33;44;45;45;45;51;65;67;71;75
2;1;0;32;40;20;0;30;11;-13;24;6;-3;31;13;-7;62;50;31;-13;-7;-3;6;11;13;24;30;31;31;50;62
29;0;21;49;8;7;36;26;34;61;-3;-13;16;9;20;44;52;54;76;-13;-3;9;16;20;26;34;44;52;54;61;76
32;41;49;7;33;4;36;48;35;48;72;30;70;64;53;85;26;2;25;2;25;26;30;35;48;48;53;64;70;72;85
18;45;5;35;16;7;40;26;10;51;47;34;68;9;1;29;33;28;72;1;9;10;26;28;29;33;34;47;51;68;72
14;35;4;27;2;42;23;13;51;34;33;65;53;4;40;17;28;53;39;4;13;17;28;33;34;39;40;51;53;53;65
41;30;8;0;17;24;23;49;63;50;46;46;43;14;22;12;5;9;5;5;5;9;12;14;22;43;46;46;49;50;63
48;6;32;44;39;49;16;72;86;56;36;46;3;67;80;33;64;83;40;3;33;36;40;46;56;64;67;72;80;83;86
3;19;13;40;10;48;16;-1;32;2;10;59;20;5;57;23;45;71;51;-1;2;5;10;20;23;32;45;51;57;59;71
16;38;15;25;4;0;1;18;2;5;28;37;26;4;1;7;13;7;17;1;2;4;5;7;7;13;17;18;26;28;37
45;27;42;8;36;3;41;65;41;77;55;17;64;64;39;76;38;10;48;10;17;38;39;41;48;55;64;64;65;76;77
0;12;42;18;37;25;10;30;25;8;48;36;8;60;57;51;46;38;24;8;8;24;25;30;36;38;46;48;51;57;60
1;32;15;43;39;18;34;25;16;22;60;49;55;35;16;45;70;49;72;16;16;22;25;35;45;49;49;55;60;70;72
16;24;17;8;42;27;23;42;30;39;62;32;44;45;33;21;34;28;20;20;21;28;30;32;33;34;39;42;44;45;62
36;49;17;18;8;42;19;34;78;35;48;86;67;8;51;18;17;40;30;8;17;18;30;34;35;40;48;51;67;78;86
2;27;17;20;1;14;14;-12;-3;3;12;37;22;-1;21;18;1;16;27;-12;-3;-1;1;3;12;16;18;21;22;27;37
14;49;49;12;32;38;8;26;44;21;72;69;46;79;81;54;33;40;14;14;21;26;33;40;44;46;54;69;72;79;81
18;34;24;38;44;40;11;52;41;15;66;56;37;57;63;31;72;62;33;15;31;33;37;41;52;56;57;62;63;66;72
8;38;1;17;22;35;36;29;24;35;50;72;73;13;31;36;21;51;40;13;21;24;29;31;35;36;40;50;51;72;73
9;37;33;43;10;3;0;3;4;7;36;22;18;27;21;21;48;45;38;3;4;7;18;21;21;22;27;36;38;45;48
17;11;40;10;38;5;46;49;19;51;48;1;48;76;39;85;32;4;54;1;4;19;32;39;48;48;49;51;54;76;85
35;30;11;15;46;33;30;79;51;47;73;59;47;50;25;33;48;28;43;25;28;33;43;47;47;48;50;51;59;73;79
31;36;8;1;41;26;27;68;47;46;63;48;57;42;24;32;28;17;12;12;17;24;28;32;42;46;47;48;57;63;68
5;45;9;12;30;17;23;25;3;15;65;48;65;35;14;17;34;25;15;3;14;15;15;17;25;25;34;35;48;65;65
30;31;9;8;0;10;25;16;30;48;20;40;38;2;9;21;3;8;20;2;3;8;9;16;20;20;21;30;38;40;48
26;21;28;0;19;0;34;30;15;56;21;1;55;45;9;44;4;-12;27;-12;1;4;9;15;21;27;30;44;45;55;56
38;21;33;40;0;37;40;26;59;71;10;54;61;28;65;53;35;72;66;10;26;28;35;53;54;59;61;65;66;71;72
39;45;5;14;11;19;1;41;57;29;42;54;41;15;4;-4;9;27;-4;-4;-4;4;9;15;27;29;41;41;42;54;57
47;42;39;36;36;40;3;71;78;50;59;74;39;64;76;39;63;61;21;21;39;39;50;59;61;63;64;71;74;76;78
40;12;3;45;17;42;29;48;75;68;14;35;23;16;32;18;51;71;61;14;16;18;23;32;35;48;51;61;68;71;75
27;41;38;3;25;33;47;43;56;69;59;58;81;49;67;72;26;17;36;17;26;36;43;49;56;58;59;67;69;72;81
17;9;30;25;35;33;27;42;38;29;32;36;30;62;47;55;44;42;33;29;30;32;33;36;38;42;42;44;47;55;62
23;3;10;27;43;26;8;59;46;24;41;27;-5;53;31;3;70;53;25;-5;3;24;25;27;31;41;46;53;53;59;70
23;14;35;33;13;17;30;21;27;39;21;17;43;29;44;52;37;47;59;17;21;21;27;29;37;39;43;44;47;52;59
9;45;16;18;16;44;11;5;40;15;50;81;55;19;51;24;15;52;16;5;15;15;16;19;24;40;50;51;52;55;81
45;27;30;45;33;39;23;71;69;49;56;55;50;59;63;39;74;77;62;39;49;50;55;56;59;62;63;69;71;74;77
26;27;5;19;18;33;43;42;41;60;44;49;70;23;25;32;31;34;52;23;25;31;32;34;41;42;44;49;52;60;70
41;6;9;25;30;15;21;67;52;55;23;3;17;36;15;27;46;36;38;3;15;17;23;27;36;36;38;46;52;55;67
33;11;4;29;0;39;2;30;63;16;2;44;1;2;41;-6;29;51;27;-6;1;2;2;16;27;29;30;41;44;51;63
31;11;5;6;8;29;29;21;46;53;17;21;40;8;31;23;14;26;22;8;14;17;21;21;22;23;26;31;40;46;53
41;48;37;0;27;49;48;62;85;77;68;78;77;52;83;72;27;49;29;27;29;49;52;62;68;72;77;77;78;83;85
8;29;4;10;39;48;30;35;40;21;65;64;59;23;44;31;41;43;29;21;23;29;31;35;40;41;43;44;59;64;65
22;0;12;48;29;8;36;37;22;55;10;-1;19;25;1;30;70;52;73;-1;1;10;19;22;25;30;37;52;55;70;73
9;14;35;11;36;7;42;25;14;43;46;8;44;66;28;65;35;13;44;8;13;14;25;28;35;43;44;44;46;65;66
29;20;42;9;1;33;29;30;54;58;4;44;47;28;74;55;-9;36;38;-9;4;28;30;36;38;44;47;54;55;58;74
7;26;24;22;24;26;19;16;27;25;38;39;34;30;47;28;35;46;28;16;25;27;28;28;30;34;35;38;39;46;47
38;39;46;24;44;2;41;80;24;60;66;23;64;79;29;71;63;14;57;14;23;24;29;57;60;63;64;66;71;79;80
25;40;20;20;37;43;45;58;52;66;70;67;84;45;58;47;43;49;49;43;45;47;49;49;52;58;58;66;67;70;84
9;44;36;48;13;15;29;22;8;24;52;46;73;43;34;60;51;57;76;8;22;24;34;43;46;51;52;57;60;73;76
30;7;39;9;43;21;31;59;38;60;31;23;27;80;45;60;39;13;20;13;20;23;27;31;38;39;45;59;60;60;80
2;12;6;20;21;30;41;7;18;40;32;35;49;8;29;29;40;39;58;7;8;18;29;29;32;35;39;40;40;49;58
28;21;20;15;1;16;3;12;44;25;3;18;9;2;31;8;16;18;-1;-1;2;3;8;9;12;16;18;18;25;31;44
41;8;42;45;38;20;1;67;58;40;46;22;4;76;58;31;71;54;45;4;22;31;40;45;46;54;58;58;67;71;76
4;19;8;2;47;4;15;51;-5;14;54;5;14;47;9;5;40;2;8;-5;2;5;5;8;9;14;14;40;47;51;54
23;25;28;29;30;35;2;41;50;10;52;52;25;56;59;23;56;54;14;10;14;23;25;41;50;52;52;54;56;56;59
19;43;19;0;3;43;44;4;48;53;30;77;84;12;42;60;-2;31;28;-2;4;12;28;30;31;42;48;53;60;77;84
0;32;6;20;41;33;8;36;26;-7;64;55;24;45;32;4;44;36;9;-7;4;9;24;26;32;36;36;44;45;55;64
41;1;1;26;38;49;18;67;81;57;34;40;7;27;30;11;49;66;44;7;11;27;30;34;40;44;49;57;66;67;81
25;40;7;25;47;37;18;57;61;32;80;70;58;34;33;25;53;42;34;25;32;33;34;34;42;53;57;58;61;70;80
23;21;16;8;8;9;44;30;13;51;22;27;65;10;23;57;13;12;34;10;12;13;13;22;23;27;30;34;51;57;65
34;29;7;33;24;40;37;57;73;59;48;60;48;23;29;36;50;58;54;23;29;36;48;48;50;54;57;58;59;60;73
21;41;29;23;7;47;20;24;52;40;43;79;47;33;59;40;19;50;43;19;24;33;40;40;43;43;47;50;52;59;79
29;44;42;21;44;11;1;54;38;18;83;55;26;81;48;28;47;24;17;17;18;24;26;28;38;47;48;54;55;81;83
22;10;3;21;19;4;26;32;10;31;21;10;26;3;-9;27;39;18;35;-9;3;10;10;18;21;26;27;31;32;35;39
40;10;0;31;30;41;27;59;63;62;20;31;33;20;39;19;50;70;44;19;20;20;31;33;39;44;50;59;62;63;70
38;24;2;31;7;22;36;41;50;73;11;41;45;-5;15;28;23;37;49;-5;11;15;23;28;37;41;41;45;49;50;73
21;7;24;28;29;14;22;34;27;26;20;14;21;34;20;26;45;27;39;14;20;20;21;26;26;27;27;34;34;39;45
32;26;22;35;13;11;25;34;24;39;32;19;50;22;31;35;48;26;56;19;22;24;26;31;32;34;35;39;48;50;56
35;34;27;28;47;28;3;76;62;34;81;55;32;61;37;24;64;40;13;13;24;32;34;37;40;55;61;62;64;76;81
26;7;5;31;4;38;6;16;56;26;-6;43;9;-1;35;-5;21;69;31;-6;-5;-1;9;16;21;26;31;35;43;56;69
36;0;43;29;11;5;8;39;22;35;5;-1;-1;44;37;50;20;32;20;-1;-1;5;20;20;22;32;35;37;39;44;50
10;14;20;47;29;36;0;19;28;-5;41;35;12;41;43;3;66;67;35;-5;3;12;19;28;35;35;41;41;43;66;67
28;47;4;4;17;11;1;29;24;25;53;48;37;7;-1;-5;6;-2;3;-5;-2;-1;3;6;7;24;25;29;37;48;53
35;16;11;49;30;48;34;65;83;67;43;61;43;35;47;36;73;84;73;35;36;43;43;47;61;65;67;73;73;83;84
13;12;47;20;8;41;3;7;53;-3;13;46;-5;35;88;40;23;57;14;-5;-3;7;13;14;23;35;40;46;53;57;88
40;16;32;47;38;34;31;69;68;63;37;32;36;53;55;61;65;81;77;32;36;37;53;55;61;63;65;68;69;77;81
27;47;32;5;20;26;26;38;39;41;49;60;56;49;52;44;11;25;23;11;23;25;38;39;41;44;49;49;52;56;60
40;27;18;47;37;5;32;59;31;53;48;28;56;41;3;45;64;44;60;3;28;31;41;44;45;48;53;56;59;60;64
14;18;28;43;2;10;1;12;23;11;11;10;9;25;25;27;32;43;40;9;10;11;11;12;23;25;25;27;32;40;43
17;21;41;27;37;22;34;46;22;38;48;25;53;69;49;70;54;45;50;22;25;38;45;46;48;49;50;53;54;69;70
33;12;35;30;36;9;1;49;40;15;38;21;3;55;33;23;52;24;15;3;15;15;21;23;24;33;38;40;49;52;55
44;5;46;16;41;33;37;74;72;79;39;34;29;75;64;83;41;40;33;29;33;34;39;40;41;64;72;74;75;79;83
31;10;43;24;42;21;25;55;34;56;44;16;29;74;60;56;53;29;37;16;29;29;34;37;44;53;55;56;56;60;74
10;34;37;48;5;19;6;11;18;5;32;36;31;25;55;24;52;48;38;5;11;18;24;25;31;32;36;38;48;52;55
12;18;15;42;32;47;48;39;41;52;30;45;60;34;55;47;66;70;77;30;34;39;41;45;47;52;55;60;66;70;77
4;12;42;47;43;21;43;34;23;27;38;19;43;73;45;78;74;68;76;19;23;27;34;38;43;45;68;73;74;76;78
25;19;11;15;20;24;19;39;43;24;20;34;37;30;18;24;19;34;29;18;19;20;24;24;29;30;34;34;37;39;43
11;30;1;10;25;33;18;35;39;16;43;60;31;16;23;6;28;23;18;6;16;16;18;23;23;28;31;35;39;43;60
4;32;23;36;15;15;44;7;-1;35;42;33;65;36;38;65;38;41;69;-1;7;33;35;36;38;38;41;42;65;65;69
4;3;29;8;12;38;17;4;25;18;12;41;1;31;49;33;17;28;24;1;4;12;17;18;24;25;28;31;33;41;49
25;31;49;24;31;1;27;50;17;36;42;17;53;66;44;61;45;11;36;11;17;17;36;36;42;44;45;50;53;61;66
9;2;4;34;17;30;25;17;21;16;15;29;21;13;22;23;49;55;42;13;15;16;17;21;21;22;23;29;42;49;55
11;21;7;9;1;1;12;-8;-1;6;21;3;16;-3;-2;19;0;-1;17;-8;-3;-2;-1;-1;0;3;6;16;17;19;21
3;12;29;37;42;2;25;33;-3;16;47;2;35;53;12;53;63;30;44;-3;2;12;16;30;33;35;44;47;53;53;63
31;8;2;1;31;46;33;56;67;49;20;47;41;14;36;29;15;43;19;14;15;19;20;29;36;41;43;47;49;56;67
20;5;4;8;23;26;48;38;36;63;27;24;37;26;26;50;12;14;46;12;14;24;26;26;27;36;37;38;46;50;63
5;39;8;18;8;8;2;10;5;3;41;43;37;-3;2;-8;26;8;8;-8;-3;2;3;5;8;8;10;26;37;41;43
32;3;28;25;29;36;22;61;59;51;16;25;19;37;63;36;41;58;38;16;19;25;36;37;38;41;51;58;59;61;63
35;15;29;35;44;4;16;60;23;51;42;2;22;66;28;40;71;35;34;2;22;23;28;34;35;40;42;51;60;66;71
28;20;0;40;44;37;43;67;50;70;50;45;48;44;22;41;75;69;78;22;41;44;45;48;50;50;67;69;70;75;78
14;49;24;19;17;41;41;26;45;52;59;87;71;34;56;57;24;41;51;24;26;34;41;45;51;52;56;57;59;71;87
27;16;11;4;16;48;6;27;61;24;20;52;15;24;51;13;15;52;10;10;13;15;15;20;24;24;27;51;52;52;61
29;32;25;36;17;17;27;30;27;56;31;49;44;40;25;52;34;42;53;25;27;30;31;34;40;42;44;49;52;53;56
11;34;44;18;42;49;22;51;42;28;71;73;37;77;76;47;60;65;22;22;28;37;42;47;51;60;65;71;73;76;77
27;22;0;11;22;38;34;38;57;50;33;53;40;19;22;28;23;32;25;19;22;23;25;28;32;33;38;40;50;53;57
5;16;17;27;6;38;11;-7;25;16;16;41;27;4;51;11;22;53;25;-7;4;11;16;16;22;25;25;27;41;51;53
14;41;19;9;3;5;10;8;4;9;28;30;35;17;24;19;-8;12;-1;-8;-1;4;8;9;12;17;19;24;28;30;35
49;9;39;42;41;0;34;77;44;79;50;-8;29;73;30;64;80;37;68;-8;29;30;37;44;50;64;68;73;77;79;80
47;9;2;21;39;48;2;68;87;45;41;41;4;31;39;-10;60;55;21;-10;4;21;31;39;41;41;45;55;60;68;87
3;39;24;40;43;9;8;44;4;-4;64;48;32;65;18;24;75;30;35;-4;4;18;24;30;32;35;44;48;64;65;75
12;20;26;5;40;38;14;49;42;11;42;41;19;46;54;37;44;24;2;2;11;19;24;37;41;42;42;44;46;49;54
32;21;19;18;30;46;26;61;76;49;31;67;42;32;45;41;37;46;29;29;31;32;37;41;42;45;46;49;61;67;76
39;9;37;4;9;47;15;47;68;49;2;36;22;38;67;50;3;35;5;2;3;5;22;35;36;38;47;49;50;67;68
13;41;0;46;48;15;6;42;11;7;69;43;30;31;-4;3;93;44;35;-4;3;7;11;30;31;35;42;43;44;69;93
19;9;7;48;23;24;48;39;26;49;29;15;39;30;20;44;62;52;87;15;20;26;29;30;39;39;44;49;52;62;87
28;49;1;42;48;13;48;68;23;76;85;56;96;47;-2;31;72;46;83;-2;23;31;46;47;56;68;72;76;83;85;96
44;43;43;49;12;20;11;46;63;38;39;48;34;53;46;39;41;55;44;34;38;39;39;41;44;46;46;48;53;55;63
13;35;3;29;6;18;27;6;13;23;21;42;54;8;9;15;17;31;51;6;8;9;13;15;17;21;23;31;42;51;54
1;25;33;26;20;24;48;13;10;41;33;48;68;38;40;71;41;31;65;10;13;31;33;38;40;41;41;48;65;68;71
38;21;18;27;32;21;8;61;58;34;47;27;28;35;27;17;39;36;15;15;17;27;27;28;34;35;36;39;47;58;61
1;29;33;17;21;36;20;13;30;20;46;63;44;46;54;51;20;46;31;13;20;20;30;31;44;46;46;46;51;54;63
49;33;28;0;21;26;49;65;64;78;39;59;64;29;54;59;8;8;47;8;8;29;39;47;54;59;59;64;64;65;78
20;9;10;1;38;13;16;40;22;26;37;7;10;38;5;12;27;0;0;0;0;5;7;10;12;22;26;27;37;38;40
26;36;48;30;15;42;9;26;65;18;36;68;28;57;90;56;38;52;35;18;26;28;35;36;38;52;56;57;65;68;90
41;36;37;12;41;6;28;64;47;50;75;28;59;76;32;64;46;9;40;9;28;32;40;46;47;50;59;64;64;75;76
23;3;27;21;20;28;31;34;41;47;22;12;31;40;49;43;23;38;40;12;22;23;31;34;38;40;40;41;43;47;49
21;30;25;27;39;17;39;60;36;50;66;36;58;56;40;47;55;41;66;36;36;40;41;47;50;55;56;58;60;66;66
22;42;22;5;36;29;16;46;32;34;75;55;45;44;44;34;30;20;21;20;21;30;32;34;34;44;44;45;46;55;75
7;24;17;25;28;16;41;27;4;46;33;23;46;29;27;52;51;24;56;4;23;24;27;27;29;33;46;46;51;52;56
27;43;25;14;28;47;33;45;70;47;64;83;68;53;56;46;24;43;42;24;42;43;45;46;47;53;56;64;68;70;83
7;18;24;8;49;47;1;40;52;0;64;61;5;54;70;7;49;37;-7;-7;0;5;7;37;40;49;52;54;61;64;70
5;28;6;27;32;13;20;33;10;7;46;24;36;23;11;24;57;29;47;7;10;11;23;24;24;29;33;36;46;47;57
34;19;38;37;9;8;45;43;34;75;23;23;45;36;37;68;27;28;66;23;23;27;28;34;36;37;43;45;66;68;75
21;4;25;47;21;26;2;26;28;16;17;28;0;34;41;21;60;73;36;0;16;17;21;26;28;28;34;36;41;60;73
35;11;21;31;20;35;38;43;70;68;25;40;36;23;53;57;41;53;67;23;25;36;40;41;43;53;53;57;67;68;70
15;37;12;28;16;18;11;31;20;26;43;55;28;8;20;6;26;46;28;6;8;20;20;26;26;28;28;31;43;46;55
49;41;11;24;13;15;30;49;58;75;34;40;55;23;15;31;20;35;44;15;20;23;31;34;35;40;44;49;55;58;75
4;47;6;31;37;21;24;36;17;13;66;55;69;32;26;18;58;34;50;13;17;18;26;32;34;36;50;55;58;66;69
35;16;46;45;1;32;26;34;60;44;13;31;25;32;76;57;35;76;65;13;25;31;32;34;35;44;57;60;65;76;76
8;29;17;41;28;42;31;32;45;20;42;54;40;40;49;32;63;70;61;20;32;32;40;40;42;45;49;54;61;63;70
48;47;32;13;18;10;6;65;48;36;61;49;52;31;25;23;31;7;8;7;8;23;25;31;31;36;48;49;52;61;65
40;11;46;20;46;26;8;78;65;48;42;24;8;89;59;47;61;38;16;8;16;24;38;42;47;48;59;61;65;78;89
10;18;22;14;8;16;39;3;18;33;12;23;49;23;32;44;7;21;36;3;7;12;18;21;23;23;32;33;36;44;49
20;6;13;18;34;14;4;43;18;21;25;19;-10;27;22;17;42;18;18;-10;17;18;18;18;19;21;22;25;27;42;43
34;31;29;40;24;34;10;39;61;29;38;63;36;37;46;34;52;64;41;29;34;36;37;38;39;41;46;52;61;63;64
3;25;4;30;49;8;3;46;4;-2;69;29;20;37;7;5;60;30;24;-2;4;5;7;20;24;29;30;37;46;60;69
40;35;21;9;9;2;24;32;25;48;31;28;44;17;18;42;0;-9;33;-9;0;17;18;25;28;31;32;33;42;44;48
36;14;46;5;13;48;42;40;67;69;9;45;51;53;93;68;3;35;31;3;9;31;35;40;45;51;53;67;68;69;93
12;5;18;10;19;41;43;13;53;36;15;43;47;31;40;48;24;51;48;13;15;24;31;36;40;43;47;48;48;51;53
41;32;33;26;49;21;15;90;61;37;72;37;34;62;34;31;55;38;36;31;34;34;36;37;37;38;55;61;62;72;90
10;8;5;28;19;15;3;25;20;1;22;21;10;24;10;6;40;29;31;1;6;10;10;20;21;22;24;25;29;31;40
36;8;11;1;25;24;5;59;45;32;27;22;0;36;21;-3;7;10;-12;-12;-3;0;7;10;21;22;27;32;36;45;59
1;42;45;36;47;4;44;32;-13;33;78;46;80;90;41;77;81;39;75;-13;32;33;39;41;46;75;77;78;80;81;90
28;17;2;11;43;49;48;56;65;72;49;47;48;28;42;40;45;47;39;28;39;40;42;45;47;47;48;49;56;65;72
40;22;9;17;37;4;9;68;28;39;41;16;18;29;9;11;45;6;6;6;6;9;11;16;18;28;29;39;41;45;68
8;2;22;20;6;23;45;2;11;53;-3;20;37;20;33;63;17;43;53;-3;2;11;17;20;20;33;37;43;53;53;63
42;44;26;14;38;34;40;62;74;67;70;78;73;59;55;51;50;41;51;41;50;51;51;55;59;62;67;70;73;74;78
2;25;3;49;19;34;26;14;22;10;44;58;39;15;26;23;66;81;61;10;14;15;22;23;26;39;44;58;61;66;81
21;49;15;26;10;20;4;14;35;18;55;59;43;15;27;3;23;38;30;3;14;15;18;23;27;30;35;38;43;55;59
11;27;16;11;6;35;7;6;34;16;27;47;31;4;34;22;16;31;8;4;6;8;16;16;22;27;31;31;34;34;47
13;45;10;4;23;10;31;29;4;24;66;36;63;21;15;22;8;-2;22;-2;4;8;15;21;22;22;24;29;36;63;66
35;44;30;3;46;1;15;76;31;46;84;30;42;60;18;39;39;-13;9;-13;9;18;30;31;39;39;42;46;60;76;84
15;48;18;38;44;25;30;58;20;35;83;64;78;51;23;43;73;50;62;20;23;35;43;50;51;58;62;64;73;78;83
